invoice_id,approver,approval_status,approval_date
INV0006732,EMP0057,Approved,2026-05-22 07:53:42.838248
INV0006733,EMP0110,Approved,2025-07-09 07:53:42.838248
INV0006734,EMP0004,Approved,2024-07-22 07:53:42.838248
INV0006735,EMP0027,Approved,2026-07-09 07:53:42.838248
INV0006736,EMP0096,Approved,2025-03-14 07:53:42.838248
INV0006737,EMP0019,Approved,2025-02-20 07:53:42.838248
INV0006738,EMP0061,Approved,2026-05-21 07:53:42.838248
INV0006739,EMP0067,Approved,2024-10-23 07:53:42.838248
INV0006740,EMP0042,Approved,2026-02-03 07:53:42.838248
INV0006741,EMP0113,Approved,2026-03-22 07:53:42.838248
INV0006742,EMP0048,Approved,2026-05-23 07:53:42.838248
INV0006743,EMP0117,Approved,2024-08-21 07:53:42.838248
INV0006744,EMP0050,Approved,2026-03-05 07:53:42.838248
INV0006745,EMP0084,Approved,2026-02-18 07:53:42.838248
INV0006746,EMP0064,Approved,2024-11-06 07:53:42.838248
INV0006747,EMP0008,Approved,2025-07-13 07:53:42.838248
INV0006748,EMP0070,Approved,2025-08-16 07:53:42.838248
INV0006749,EMP0118,Approved,2025-06-29 07:53:42.838248
INV0006750,EMP0095,Approved,2025-10-23 07:53:42.838248
INV0006751,EMP0039,Approved,2024-08-16 07:53:42.838248
INV0006752,EMP0045,Approved,2026-04-13 07:53:42.838248
INV0006753,EMP0117,Approved,2026-05-25 07:53:42.838248
INV0006754,EMP0010,Approved,2025-02-15 07:53:42.838248
INV0006755,EMP0036,Approved,2024-08-02 07:53:42.838248
INV0006756,EMP0022,Approved,2024-10-18 07:53:42.838248
INV0006757,EMP0099,Approved,2025-09-04 07:53:42.838248
INV0006758,EMP0102,Approved,2025-10-19 07:53:42.838248
INV0006759,EMP0074,Approved,2025-07-11 07:53:42.838248
INV0006760,EMP0053,Approved,2025-07-04 07:53:42.838248
INV0006761,EMP0080,Approved,2025-04-18 07:53:42.838248
INV0006762,EMP0090,Approved,2024-08-26 07:53:42.838248
INV0006763,EMP0028,Approved,2025-10-21 07:53:42.838248
INV0006764,EMP0063,Approved,2024-12-20 07:53:42.838248
INV0006765,EMP0002,Approved,2026-01-31 07:53:42.838248
INV0006766,EMP0118,Approved,2026-05-03 07:53:42.838248
INV0006767,EMP0077,Approved,2025-08-23 07:53:42.838248
INV0006768,EMP0118,Approved,2025-01-01 07:53:42.838248
INV0006769,EMP0025,Approved,2024-10-08 07:53:42.838248
INV0006770,EMP0081,Approved,2025-07-04 07:53:42.838248
INV0006771,EMP0070,Approved,2025-02-27 07:53:42.838248
INV0006772,EMP0046,Approved,2025-05-18 07:53:42.838248
INV0006773,EMP0095,Approved,2024-10-09 07:53:42.838248
INV0006774,EMP0038,Approved,2025-05-25 07:53:42.838248
INV0006775,EMP0103,Approved,2026-04-24 07:53:42.838248
INV0006776,EMP0036,Approved,2025-08-04 07:53:42.838248
INV0006777,EMP0091,Approved,2025-04-06 07:53:42.838248
INV0006778,EMP0059,Approved,2025-07-03 07:53:42.838248
INV0006779,EMP0120,Approved,2025-09-30 07:53:42.838248
INV0006780,EMP0077,Approved,2024-12-19 07:53:42.838248
INV0006781,EMP0055,Approved,2025-06-04 07:53:42.838248
INV0006782,EMP0082,Approved,2024-10-31 07:53:42.838248
INV0006783,EMP0094,Approved,2026-02-24 07:53:42.838248
INV0006784,EMP0017,Approved,2025-12-09 07:53:42.838248
INV0006785,EMP0107,Approved,2026-02-02 07:53:42.838248
INV0006786,EMP0002,Approved,2025-01-07 07:53:42.838248
INV0006787,EMP0085,Approved,2026-04-03 07:53:42.838248
INV0006788,EMP0059,Approved,2025-01-28 07:53:42.838248
INV0006789,EMP0087,Approved,2024-10-09 07:53:42.838248
INV0006790,EMP0107,Approved,2025-04-04 07:53:42.838248
INV0006791,EMP0120,Approved,2025-06-22 07:53:42.838248
INV0006792,EMP0064,Approved,2025-07-06 07:53:42.838248
INV0006793,EMP0100,Approved,2024-11-22 07:53:42.838248
INV0006794,EMP0046,Approved,2024-10-23 07:53:42.838248
INV0006795,EMP0088,Approved,2026-03-29 07:53:42.838248
INV0006796,EMP0108,Approved,2025-06-05 07:53:42.838248
INV0006797,EMP0054,Approved,2025-10-05 07:53:42.838248
INV0006798,EMP0007,Approved,2025-03-17 07:53:42.838248
INV0006799,EMP0092,Approved,2024-12-14 07:53:42.838248
INV0006800,EMP0120,Approved,2024-08-04 07:53:42.838248
INV0006801,EMP0050,Approved,2025-02-23 07:53:42.838248
INV0006802,EMP0120,Approved,2025-03-17 07:53:42.838248
INV0006803,EMP0067,Approved,2025-10-02 07:53:42.838248
INV0006804,EMP0111,Approved,2024-12-04 07:53:42.838248
INV0006805,EMP0022,Approved,2025-05-08 07:53:42.838248
INV0006806,EMP0054,Approved,2024-07-30 07:53:42.838248
INV0006807,EMP0008,Approved,2025-10-01 07:53:42.838248
INV0006808,EMP0113,Approved,2026-01-29 07:53:42.838248
INV0006809,EMP0076,Approved,2026-02-10 07:53:42.838248
INV0006810,EMP0053,Approved,2025-09-04 07:53:42.838248
INV0006811,EMP0106,Approved,2025-12-22 07:53:42.838248
INV0006812,EMP0037,Approved,2026-04-12 07:53:42.838248
INV0006813,EMP0119,Approved,2025-04-02 07:53:42.838248
INV0006814,EMP0025,Approved,2025-04-04 07:53:42.838248
INV0006815,EMP0004,Approved,2025-07-23 07:53:42.838248
INV0006816,EMP0027,Approved,2025-03-06 07:53:42.838248
INV0006817,EMP0002,Approved,2026-01-13 07:53:42.838248
INV0006818,EMP0033,Approved,2024-09-25 07:53:42.838248
INV0006819,EMP0036,Approved,2025-06-03 07:53:42.838248
INV0006820,EMP0082,Approved,2026-01-11 07:53:42.838248
INV0006821,EMP0009,Approved,2024-10-15 07:53:42.838248
INV0006822,EMP0093,Approved,2026-07-04 07:53:42.838248
INV0006823,EMP0047,Approved,2026-01-08 07:53:42.838248
INV0006824,EMP0017,Approved,2024-10-24 07:53:42.838248
INV0006825,EMP0104,Approved,2025-06-30 07:53:42.838248
INV0006826,EMP0080,Approved,2025-10-28 07:53:42.838248
INV0006827,EMP0090,Approved,2026-02-17 07:53:42.838248
INV0006828,EMP0095,Approved,2025-10-23 07:53:42.838248
INV0006829,EMP0057,Approved,2025-11-30 07:53:42.838248
INV0006830,EMP0056,Approved,2024-09-13 07:53:42.838248
INV0006831,EMP0011,Approved,2024-07-31 07:53:42.838248
INV0006832,EMP0042,Approved,2026-02-01 07:53:42.838248
INV0006833,EMP0041,Approved,2025-06-29 07:53:42.838248
INV0006834,EMP0080,Approved,2026-07-02 07:53:42.838248
INV0006835,EMP0058,Approved,2024-09-12 07:53:42.838248
INV0006836,EMP0080,Approved,2024-09-13 07:53:42.838248
INV0006837,EMP0020,Approved,2026-02-12 07:53:42.838248
INV0006838,EMP0092,Approved,2024-08-06 07:53:42.838248
INV0006839,EMP0052,Approved,2025-09-23 07:53:42.838248
INV0006840,EMP0071,Approved,2025-08-18 07:53:42.838248
INV0006841,EMP0083,Approved,2026-05-17 07:53:42.838248
INV0006842,EMP0085,Approved,2025-05-22 07:53:42.838248
INV0006843,EMP0068,Approved,2026-06-22 07:53:42.838248
INV0006844,EMP0106,Approved,2025-06-12 07:53:42.838248
INV0006845,EMP0120,Approved,2026-02-12 07:53:42.838248
INV0006846,EMP0069,Approved,2025-08-29 07:53:42.838248
INV0006847,EMP0084,Approved,2026-01-12 07:53:42.838248
INV0006848,EMP0099,Approved,2024-07-15 07:53:42.838248
INV0006849,EMP0048,Approved,2026-07-08 07:53:42.838248
INV0006850,EMP0011,Approved,2026-03-02 07:53:42.838248
INV0006851,EMP0007,Approved,2024-09-19 07:53:42.838248
INV0006852,EMP0026,Approved,2026-01-02 07:53:42.838248
INV0006853,EMP0011,Approved,2024-12-21 07:53:42.838248
INV0006854,EMP0087,Approved,2025-03-20 07:53:42.838248
INV0006855,EMP0020,Approved,2025-01-10 07:53:42.838248
INV0006856,EMP0039,Approved,2026-05-04 07:53:42.838248
INV0006857,EMP0004,Approved,2024-11-08 07:53:42.838248
INV0006858,EMP0003,Approved,2024-10-08 07:53:42.838248
INV0006859,EMP0055,Approved,2025-08-26 07:53:42.838248
INV0006860,EMP0093,Approved,2025-08-30 07:53:42.838248
INV0006861,EMP0097,Approved,2026-06-22 07:53:42.838248
INV0006862,EMP0023,Approved,2024-11-27 07:53:42.838248
INV0006863,EMP0008,Approved,2025-01-12 07:53:42.838248
INV0006864,EMP0087,Approved,2025-05-23 07:53:42.838248
INV0006865,EMP0090,Approved,2025-01-06 07:53:42.838248
INV0006866,EMP0059,Approved,2025-03-24 07:53:42.838248
INV0006867,EMP0095,Approved,2024-10-09 07:53:42.838248
INV0006868,EMP0119,Approved,2025-04-01 07:53:42.838248
INV0006869,EMP0005,Approved,2025-01-30 07:53:42.838248
INV0006870,EMP0105,Approved,2025-07-03 07:53:42.838248
INV0006871,EMP0103,Approved,2025-06-21 07:53:42.838248
INV0006872,EMP0083,Approved,2024-10-13 07:53:42.838248
INV0006873,EMP0066,Approved,2025-03-29 07:53:42.838248
INV0006874,EMP0060,Approved,2026-03-21 07:53:42.838248
INV0006875,EMP0036,Approved,2026-01-30 07:53:42.838248
INV0006876,EMP0063,Approved,2026-06-08 07:53:42.838248
INV0006877,EMP0003,Approved,2024-10-14 07:53:42.838248
INV0006878,EMP0042,Approved,2024-07-10 07:53:42.838248
INV0006879,EMP0093,Approved,2024-07-21 07:53:42.838248
INV0006880,EMP0022,Approved,2025-06-08 07:53:42.838248
INV0006881,EMP0006,Approved,2025-05-18 07:53:42.838248
INV0006882,EMP0056,Approved,2026-02-10 07:53:42.838248
INV0006883,EMP0001,Approved,2024-09-18 07:53:42.838248
INV0006884,EMP0010,Approved,2025-01-18 07:53:42.838248
INV0006885,EMP0060,Approved,2025-01-11 07:53:42.838248
INV0006886,EMP0011,Approved,2025-02-17 07:53:42.838248
INV0006887,EMP0070,Approved,2024-10-16 07:53:42.838248
INV0006888,EMP0022,Approved,2026-03-15 07:53:42.838248
INV0006889,EMP0112,Approved,2026-02-16 07:53:42.838248
INV0006890,EMP0070,Approved,2025-10-03 07:53:42.838248
INV0006891,EMP0096,Approved,2025-12-10 07:53:42.838248
INV0006892,EMP0045,Approved,2025-10-07 07:53:42.838248
INV0006893,EMP0103,Approved,2026-04-07 07:53:42.838248
INV0006894,EMP0004,Approved,2026-01-10 07:53:42.838248
INV0006895,EMP0075,Approved,2025-05-24 07:53:42.838248
INV0006896,EMP0113,Approved,2024-10-27 07:53:42.838248
INV0006897,EMP0040,Approved,2026-06-08 07:53:42.838248
INV0006898,EMP0012,Approved,2026-03-05 07:53:42.838248
INV0006899,EMP0061,Approved,2024-12-27 07:53:42.838248
INV0006900,EMP0039,Approved,2025-11-30 07:53:42.838248
INV0006901,EMP0008,Approved,2026-03-18 07:53:42.838248
INV0006902,EMP0065,Approved,2026-03-28 07:53:42.838248
INV0006903,EMP0084,Approved,2025-10-17 07:53:42.838248
INV0006904,EMP0027,Approved,2025-08-11 07:53:42.838248
INV0006905,EMP0078,Approved,2024-11-05 07:53:42.838248
INV0006906,EMP0064,Approved,2025-06-20 07:53:42.838248
INV0006907,EMP0024,Approved,2025-07-18 07:53:42.838248
INV0006908,EMP0019,Approved,2025-03-11 07:53:42.838248
INV0006909,EMP0094,Approved,2025-01-17 07:53:42.838248
INV0006910,EMP0098,Approved,2024-08-20 07:53:42.838248
INV0006911,EMP0119,Approved,2024-09-07 07:53:42.838248
INV0006912,EMP0065,Approved,2026-05-15 07:53:42.838248
INV0006913,EMP0064,Approved,2025-12-23 07:53:42.838248
INV0006914,EMP0054,Approved,2026-05-19 07:53:42.838248
INV0006915,EMP0044,Approved,2025-12-30 07:53:42.838248
INV0006916,EMP0057,Approved,2025-12-25 07:53:42.838248
INV0006917,EMP0077,Approved,2026-01-19 07:53:42.838248
INV0006918,EMP0100,Approved,2025-04-24 07:53:42.838248
INV0006919,EMP0050,Approved,2024-11-24 07:53:42.838248
INV0006920,EMP0065,Approved,2025-01-27 07:53:42.838248
INV0006921,EMP0119,Approved,2026-04-11 07:53:42.838248
INV0006922,EMP0011,Approved,2025-08-26 07:53:42.838248
INV0006923,EMP0073,Approved,2025-07-30 07:53:42.838248
INV0006924,EMP0107,Approved,2025-11-23 07:53:42.838248
INV0006925,EMP0019,Approved,2025-11-24 07:53:42.838248
INV0006926,EMP0049,Approved,2025-06-03 07:53:42.838248
INV0006927,EMP0087,Approved,2026-03-25 07:53:42.838248
INV0006928,EMP0042,Approved,2025-05-18 07:53:42.838248
INV0006929,EMP0119,Approved,2025-04-29 07:53:42.838248
INV0006930,EMP0083,Approved,2025-12-31 07:53:42.838248
INV0006931,EMP0105,Approved,2025-01-17 07:53:42.838248
INV0006932,EMP0035,Approved,2025-05-19 07:53:42.838248
INV0006933,EMP0084,Approved,2025-01-02 07:53:42.838248
INV0006934,EMP0015,Approved,2024-08-27 07:53:42.838248
INV0006935,EMP0118,Approved,2024-08-06 07:53:42.838248
INV0006936,EMP0014,Approved,2025-05-15 07:53:42.838248
INV0006937,EMP0069,Approved,2025-01-17 07:53:42.838248
INV0006938,EMP0009,Approved,2026-01-10 07:53:42.838248
INV0006939,EMP0055,Approved,2026-06-09 07:53:42.838248
INV0006940,EMP0095,Approved,2025-12-11 07:53:42.838248
INV0006941,EMP0014,Approved,2025-01-07 07:53:42.838248
INV0006942,EMP0113,Approved,2025-07-23 07:53:42.838248
INV0006943,EMP0006,Approved,2025-02-13 07:53:42.838248
INV0006944,EMP0103,Approved,2025-10-20 07:53:42.838248
INV0006945,EMP0026,Approved,2025-02-20 07:53:42.838248
INV0006946,EMP0116,Approved,2024-09-21 07:53:42.838248
INV0006947,EMP0060,Approved,2025-11-28 07:53:42.838248
INV0006948,EMP0065,Approved,2026-02-13 07:53:42.838248
INV0006949,EMP0096,Approved,2024-08-24 07:53:42.838248
INV0006950,EMP0078,Approved,2025-02-04 07:53:42.838248
INV0006951,EMP0038,Approved,2025-05-02 07:53:42.838248
INV0006952,EMP0055,Approved,2025-03-12 07:53:42.838248
INV0006953,EMP0098,Approved,2025-01-06 07:53:42.838248
INV0006954,EMP0062,Approved,2025-02-27 07:53:42.838248
INV0006955,EMP0119,Approved,2025-08-24 07:53:42.838248
INV0006956,EMP0065,Approved,2024-12-15 07:53:42.838248
INV0006957,EMP0065,Approved,2026-03-14 07:53:42.838248
INV0006958,EMP0047,Approved,2026-04-06 07:53:42.838248
INV0006959,EMP0039,Approved,2025-09-14 07:53:42.838248
INV0006960,EMP0029,Approved,2025-02-03 07:53:42.838248
INV0006961,EMP0006,Approved,2025-09-01 07:53:42.838248
INV0006962,EMP0023,Approved,2025-09-07 07:53:42.838248
INV0006963,EMP0113,Approved,2025-07-30 07:53:42.838248
INV0006964,EMP0005,Approved,2025-01-19 07:53:42.838248
INV0006965,EMP0017,Approved,2025-03-25 07:53:42.838248
INV0006966,EMP0020,Approved,2026-04-11 07:53:42.838248
INV0006967,EMP0051,Approved,2024-08-20 07:53:42.838248
INV0006968,EMP0116,Approved,2024-11-17 07:53:42.838248
INV0006969,EMP0076,Approved,2024-09-19 07:53:42.838248
INV0006970,EMP0003,Approved,2024-11-04 07:53:42.838248
INV0006971,EMP0038,Approved,2025-11-21 07:53:42.838248
INV0006972,EMP0079,Approved,2025-01-12 07:53:42.838248
INV0006973,EMP0016,Approved,2025-06-09 07:53:42.838248
INV0006974,EMP0022,Approved,2025-03-28 07:53:42.838248
INV0006975,EMP0094,Approved,2025-04-26 07:53:42.838248
INV0006976,EMP0029,Approved,2025-04-28 07:53:42.838248
INV0006977,EMP0038,Approved,2026-02-12 07:53:42.838248
INV0006978,EMP0120,Approved,2024-10-28 07:53:42.838248
INV0006979,EMP0095,Approved,2025-08-17 07:53:42.838248
INV0006980,EMP0048,Approved,2024-10-05 07:53:42.838248
INV0006981,EMP0105,Approved,2025-01-30 07:53:42.838248
INV0006982,EMP0013,Approved,2025-12-21 07:53:42.838248
INV0006983,EMP0083,Approved,2025-11-01 07:53:42.838248
INV0006984,EMP0112,Approved,2024-10-28 07:53:42.838248
INV0006985,EMP0041,Approved,2025-02-28 07:53:42.838248
INV0006986,EMP0079,Approved,2025-08-10 07:53:42.838248
INV0006987,EMP0002,Approved,2024-10-02 07:53:42.838248
INV0006988,EMP0005,Approved,2025-03-13 07:53:42.838248
INV0006989,EMP0040,Approved,2026-03-31 07:53:42.838248
INV0006990,EMP0049,Approved,2025-09-30 07:53:42.838248
INV0006991,EMP0095,Approved,2025-10-04 07:53:42.838248
INV0006992,EMP0002,Approved,2026-05-18 07:53:42.838248
INV0006993,EMP0117,Approved,2025-01-18 07:53:42.838248
INV0006994,EMP0115,Approved,2025-05-30 07:53:42.838248
INV0006995,EMP0009,Approved,2026-02-11 07:53:42.838248
INV0006996,EMP0056,Approved,2024-12-12 07:53:42.838248
INV0006997,EMP0065,Approved,2025-03-22 07:53:42.838248
INV0006998,EMP0091,Approved,2025-07-02 07:53:42.838248
INV0006999,EMP0094,Approved,2025-01-30 07:53:42.838248
INV0007000,EMP0018,Approved,2025-08-13 07:53:42.838248
INV0007001,EMP0070,Approved,2024-12-12 07:53:42.838248
INV0007002,EMP0057,Approved,2025-12-08 07:53:42.838248
INV0007003,EMP0009,Approved,2025-02-24 07:53:42.838248
INV0007004,EMP0011,Approved,2026-04-12 07:53:42.838248
INV0007005,EMP0007,Approved,2025-06-17 07:53:42.838248
INV0007006,EMP0009,Approved,2024-08-03 07:53:42.838248
INV0007007,EMP0074,Approved,2024-09-18 07:53:42.838248
INV0007008,EMP0098,Approved,2026-03-17 07:53:42.838248
INV0007009,EMP0071,Approved,2025-04-29 07:53:42.838248
INV0007010,EMP0083,Approved,2024-12-02 07:53:42.838248
INV0007011,EMP0011,Approved,2025-05-30 07:53:42.838248
INV0007012,EMP0069,Approved,2024-10-31 07:53:42.838248
INV0007013,EMP0006,Approved,2025-09-01 07:53:42.838248
INV0007014,EMP0004,Approved,2026-01-07 07:53:42.838248
INV0007015,EMP0087,Approved,2026-04-03 07:53:42.838248
INV0007016,EMP0046,Approved,2025-06-03 07:53:42.838248
INV0007017,EMP0093,Approved,2024-08-17 07:53:42.838248
INV0007018,EMP0118,Approved,2024-10-23 07:53:42.838248
INV0007019,EMP0030,Approved,2024-07-15 07:53:42.838248
INV0007020,EMP0049,Approved,2024-07-12 07:53:42.838248
INV0007021,EMP0035,Approved,2025-08-09 07:53:42.838248
INV0007022,EMP0080,Approved,2025-02-23 07:53:42.838248
INV0007023,EMP0076,Approved,2026-02-06 07:53:42.838248
INV0007024,EMP0108,Approved,2024-09-22 07:53:42.838248
INV0007025,EMP0113,Approved,2026-05-04 07:53:42.838248
INV0007026,EMP0027,Approved,2026-02-14 07:53:42.838248
INV0007027,EMP0077,Approved,2025-04-24 07:53:42.838248
INV0007028,EMP0037,Approved,2025-10-12 07:53:42.838248
INV0007029,EMP0104,Approved,2026-06-08 07:53:42.838248
INV0007030,EMP0047,Approved,2026-03-28 07:53:42.838248
INV0007031,EMP0030,Approved,2025-06-27 07:53:42.838248
INV0007032,EMP0107,Approved,2025-11-11 07:53:42.838248
INV0007033,EMP0067,Approved,2025-10-17 07:53:42.838248
INV0007034,EMP0119,Approved,2025-07-12 07:53:42.838248
INV0007035,EMP0096,Approved,2024-12-03 07:53:42.838248
INV0007036,EMP0041,Approved,2026-04-22 07:53:42.838248
INV0007037,EMP0040,Approved,2025-08-10 07:53:42.838248
INV0007038,EMP0014,Approved,2024-12-20 07:53:42.838248
INV0007039,EMP0093,Approved,2024-07-30 07:53:42.838248
INV0007040,EMP0037,Approved,2025-05-12 07:53:42.838248
INV0007041,EMP0061,Approved,2024-08-21 07:53:42.838248
INV0007042,EMP0108,Approved,2025-09-02 07:53:42.838248
INV0007043,EMP0006,Approved,2025-02-26 07:53:42.838248
INV0007044,EMP0068,Approved,2024-11-14 07:53:42.838248
INV0007045,EMP0017,Approved,2025-02-07 07:53:42.838248
INV0007046,EMP0010,Approved,2025-09-13 07:53:42.838248
INV0007047,EMP0119,Approved,2025-10-23 07:53:42.838248
INV0007048,EMP0093,Approved,2025-10-06 07:53:42.838248
INV0007049,EMP0110,Approved,2025-10-26 07:53:42.838248
INV0007050,EMP0025,Approved,2025-06-19 07:53:42.838248
INV0007051,EMP0113,Approved,2026-05-21 07:53:42.838248
INV0007052,EMP0045,Approved,2024-11-22 07:53:42.838248
INV0007053,EMP0023,Approved,2025-02-04 07:53:42.838248
INV0007054,EMP0089,Approved,2025-02-16 07:53:42.838248
INV0007055,EMP0010,Approved,2026-02-11 07:53:42.838248
INV0007056,EMP0083,Approved,2026-05-15 07:53:42.838248
INV0007057,EMP0020,Approved,2025-10-26 07:53:42.838248
INV0007058,EMP0050,Approved,2025-08-31 07:53:42.838248
INV0007059,EMP0045,Approved,2026-04-29 07:53:42.838248
INV0007060,EMP0042,Approved,2025-02-12 07:53:42.838248
INV0007061,EMP0013,Approved,2024-11-30 07:53:42.838248
INV0007062,EMP0093,Approved,2024-10-28 07:53:42.838248
INV0007063,EMP0078,Approved,2026-05-07 07:53:42.838248
INV0007064,EMP0089,Approved,2025-05-12 07:53:42.838248
INV0007065,EMP0029,Approved,2024-08-30 07:53:42.838248
INV0007066,EMP0114,Approved,2025-02-16 07:53:42.838248
INV0007067,EMP0048,Approved,2026-01-24 07:53:42.838248
INV0007068,EMP0065,Approved,2026-05-15 07:53:42.838248
INV0007069,EMP0039,Approved,2025-12-20 07:53:42.838248
INV0007070,EMP0057,Approved,2025-01-09 07:53:42.838248
INV0007071,EMP0085,Approved,2024-08-02 07:53:42.838248
INV0007072,EMP0070,Approved,2025-08-08 07:53:42.838248
INV0007073,EMP0060,Approved,2025-04-14 07:53:42.838248
INV0007074,EMP0031,Approved,2026-04-26 07:53:42.838248
INV0007075,EMP0060,Approved,2026-02-17 07:53:42.838248
INV0007076,EMP0040,Approved,2024-12-10 07:53:42.838248
INV0007077,EMP0054,Approved,2025-05-29 07:53:42.838248
INV0007078,EMP0023,Approved,2025-03-17 07:53:42.838248
INV0007079,EMP0007,Approved,2025-11-19 07:53:42.838248
INV0007080,EMP0071,Approved,2026-03-26 07:53:42.838248
INV0007081,EMP0088,Approved,2026-04-13 07:53:42.838248
INV0007082,EMP0106,Approved,2026-06-01 07:53:42.838248
INV0007083,EMP0070,Approved,2024-09-13 07:53:42.838248
INV0007084,EMP0039,Approved,2024-07-30 07:53:42.838248
INV0007085,EMP0026,Approved,2024-09-01 07:53:42.838248
INV0007086,EMP0004,Approved,2024-10-09 07:53:42.838248
INV0007087,EMP0077,Approved,2025-07-09 07:53:42.838248
INV0007088,EMP0053,Approved,2024-12-10 07:53:42.838248
INV0007089,EMP0012,Approved,2025-05-19 07:53:42.838248
INV0007090,EMP0009,Approved,2025-07-15 07:53:42.838248
INV0007091,EMP0009,Approved,2026-02-26 07:53:42.838248
INV0007092,EMP0056,Approved,2025-11-07 07:53:42.838248
INV0007093,EMP0071,Approved,2026-06-29 07:53:42.838248
INV0007094,EMP0109,Approved,2025-05-01 07:53:42.838248
INV0007095,EMP0010,Approved,2024-10-20 07:53:42.838248
INV0007096,EMP0098,Approved,2024-12-11 07:53:42.838248
INV0007097,EMP0050,Approved,2025-09-07 07:53:42.838248
INV0007098,EMP0089,Approved,2026-01-05 07:53:42.838248
INV0007099,EMP0023,Approved,2024-12-18 07:53:42.838248
INV0007100,EMP0015,Approved,2026-04-13 07:53:42.838248
INV0007101,EMP0066,Approved,2026-06-25 07:53:42.838248
INV0007102,EMP0063,Approved,2026-06-15 07:53:42.838248
INV0007103,EMP0071,Approved,2024-11-02 07:53:42.838248
INV0007104,EMP0068,Approved,2025-10-07 07:53:42.838248
INV0007105,EMP0022,Approved,2024-08-18 07:53:42.838248
INV0007106,EMP0049,Approved,2025-08-03 07:53:42.838248
INV0007107,EMP0019,Approved,2025-08-01 07:53:42.838248
INV0007108,EMP0120,Approved,2024-12-30 07:53:42.838248
INV0007109,EMP0022,Approved,2026-03-01 07:53:42.838248
INV0007110,EMP0030,Approved,2025-10-03 07:53:42.838248
INV0007111,EMP0069,Approved,2025-10-10 07:53:42.838248
INV0007112,EMP0075,Approved,2025-11-24 07:53:42.838248
INV0007113,EMP0090,Approved,2025-06-21 07:53:42.838248
INV0007114,EMP0072,Approved,2025-07-22 07:53:42.838248
INV0007115,EMP0065,Approved,2025-01-06 07:53:42.838248
INV0007116,EMP0020,Approved,2026-04-09 07:53:42.838248
INV0007117,EMP0074,Approved,2026-06-02 07:53:42.838248
INV0007118,EMP0036,Approved,2024-12-09 07:53:42.838248
INV0007119,EMP0104,Approved,2026-05-24 07:53:42.838248
INV0007120,EMP0107,Approved,2026-04-19 07:53:42.838248
INV0007121,EMP0057,Approved,2025-05-04 07:53:42.838248
INV0007122,EMP0109,Approved,2025-07-07 07:53:42.838248
INV0007123,EMP0105,Approved,2024-07-25 07:53:42.838248
INV0007124,EMP0022,Approved,2024-12-29 07:53:42.838248
INV0007125,EMP0004,Approved,2025-03-24 07:53:42.838248
INV0007126,EMP0078,Approved,2025-12-16 07:53:42.838248
INV0007127,EMP0002,Approved,2025-12-23 07:53:42.838248
INV0007128,EMP0106,Approved,2025-11-22 07:53:42.838248
INV0007129,EMP0025,Approved,2024-12-26 07:53:42.838248
INV0007130,EMP0087,Approved,2026-05-04 07:53:42.838248
INV0007131,EMP0036,Approved,2026-06-26 07:53:42.838248
INV0007132,EMP0039,Approved,2025-04-04 07:53:42.838248
INV0007133,EMP0074,Approved,2025-09-25 07:53:42.838248
INV0007134,EMP0111,Approved,2024-08-19 07:53:42.838248
INV0007135,EMP0117,Approved,2026-05-12 07:53:42.838248
INV0007136,EMP0078,Approved,2026-05-15 07:53:42.838248
INV0007137,EMP0047,Approved,2025-06-14 07:53:42.838248
INV0007138,EMP0088,Approved,2024-08-10 07:53:42.838248
INV0007139,EMP0090,Approved,2026-04-09 07:53:42.838248
INV0007140,EMP0044,Approved,2026-02-16 07:53:42.838248
INV0007141,EMP0107,Approved,2025-05-14 07:53:42.838248
INV0007142,EMP0090,Approved,2025-01-29 07:53:42.838248
INV0007143,EMP0043,Approved,2025-08-02 07:53:42.838248
INV0007144,EMP0006,Approved,2024-08-14 07:53:42.838248
INV0007145,EMP0074,Approved,2026-06-22 07:53:42.838248
INV0007146,EMP0073,Approved,2025-06-17 07:53:42.838248
INV0007147,EMP0118,Approved,2025-12-15 07:53:42.838248
INV0007148,EMP0119,Approved,2025-08-29 07:53:42.838248
INV0007149,EMP0012,Approved,2024-11-21 07:53:42.838248
INV0007150,EMP0049,Approved,2025-04-02 07:53:42.838248
INV0007151,EMP0115,Approved,2025-01-22 07:53:42.838248
INV0007152,EMP0025,Approved,2025-04-23 07:53:42.838248
INV0007153,EMP0115,Approved,2024-10-02 07:53:42.838248
INV0007154,EMP0064,Approved,2026-05-27 07:53:42.838248
INV0007155,EMP0034,Approved,2026-05-22 07:53:42.838248
INV0007156,EMP0003,Approved,2025-12-12 07:53:42.838248
INV0007157,EMP0001,Approved,2024-08-01 07:53:42.838248
INV0007158,EMP0080,Approved,2024-10-26 07:53:42.838248
INV0007159,EMP0100,Approved,2024-09-23 07:53:42.838248
INV0007160,EMP0109,Approved,2025-07-26 07:53:42.838248
INV0007161,EMP0015,Approved,2024-12-13 07:53:42.838248
INV0007162,EMP0006,Approved,2024-10-06 07:53:42.838248
INV0007163,EMP0008,Approved,2024-07-18 07:53:42.838248
INV0007164,EMP0112,Approved,2025-06-23 07:53:42.838248
INV0007165,EMP0038,Approved,2024-12-15 07:53:42.838248
INV0007166,EMP0012,Approved,2026-04-16 07:53:42.838248
INV0007167,EMP0011,Approved,2026-05-20 07:53:42.838248
