payment_id,invoice_id,payment_amount,payment_date
081a28c7-0f8,INV0004965,141496,2024-08-10 07:53:42.838248
9dcb061c-731,INV0004966,123111,2024-12-22 07:53:42.838248
0e308959-937,INV0004967,122788,2026-06-04 07:53:42.838248
a4d1b031-1c1,INV0004968,30544,2024-09-19 07:53:42.838248
28b45837-2a8,INV0004969,62310,2025-02-24 07:53:42.838248
e1cd96c3-4ac,INV0004970,115146,2026-06-27 07:53:42.838248
cb064d58-d6b,INV0004971,148153,2025-01-29 07:53:42.838248
e3f452d9-6f1,INV0004972,103974,2025-03-18 07:53:42.838248
c651111e-815,INV0004973,96248,2025-03-05 07:53:42.838248
5dba323e-c67,INV0004974,55111,2026-07-07 07:53:42.838248
df8bc7b6-341,INV0004975,8767,2025-09-04 07:53:42.838248
19bbee01-db4,INV0004976,100366,2024-08-15 07:53:42.838248
12624afe-f92,INV0004977,84152,2025-06-18 07:53:42.838248
223f3f9f-766,INV0004978,136618,2024-12-08 07:53:42.838248
803d1022-664,INV0004979,135844,2026-06-09 07:53:42.838248
35d8ba2a-6ce,INV0004980,124537,2025-09-29 07:53:42.838248
3c4ff708-3a5,INV0004981,112580,2025-08-04 07:53:42.838248
4a514fe4-3c5,INV0004982,97330,2026-02-22 07:53:42.838248
3f30d336-467,INV0004983,116633,2026-01-21 07:53:42.838248
988ca087-147,INV0004984,93034,2024-11-30 07:53:42.838248
216d7173-0b2,INV0004985,51088,2025-11-12 07:53:42.838248
c277eee7-eed,INV0004986,117298,2025-08-21 07:53:42.838248
1f13a4f2-1e6,INV0004987,51372,2026-02-03 07:53:42.838248
6e2c4917-00c,INV0004988,47639,2026-02-24 07:53:42.838248
e0046ac0-1aa,INV0004989,119262,2025-08-17 07:53:42.838248
784aa2e9-6a6,INV0004990,79718,2026-06-04 07:53:42.838248
32bc9bd3-a99,INV0004991,119686,2026-04-30 07:53:42.838248
ed79a151-ffb,INV0004992,79251,2026-07-28 07:53:42.838248
8b6b9c50-2ab,INV0004993,31011,2024-11-14 07:53:42.838248
31cc3a3b-344,INV0004994,32213,2024-10-26 07:53:42.838248
6cc91754-5d8,INV0004995,9306,2026-04-20 07:53:42.838248
377e15a4-ad1,INV0004996,112814,2024-11-19 07:53:42.838248
0d54be63-af4,INV0004997,135129,2026-05-15 07:53:42.838248
93ed91f9-ec7,INV0004998,147798,2024-10-30 07:53:42.838248
b86c0b32-add,INV0004999,121419,2026-01-17 07:53:42.838248
48358ada-237,INV0005000,13555,2026-06-30 07:53:42.838248
e20bf49b-d55,INV0005001,80996,2025-10-08 07:53:42.838248
d69f5bd7-730,INV0005002,60540,2025-03-02 07:53:42.838248
e8d51316-ffe,INV0005003,124178,2026-02-21 07:53:42.838248
b3010ca6-0f5,INV0005004,104897,2024-11-28 07:53:42.838248
9678b10e-b92,INV0005005,56264,2025-11-13 07:53:42.838248
3447debd-204,INV0005006,37621,2025-07-17 07:53:42.838248
4f2b4fa0-53a,INV0005007,126620,2025-10-10 07:53:42.838248
5ff2bfe6-f79,INV0005008,108758,2024-08-19 07:53:42.838248
ef6390e7-dc4,INV0005009,103210,2025-03-11 07:53:42.838248
ed7d2ee0-987,INV0005010,138054,2025-05-18 07:53:42.838248
e1ec0379-82a,INV0005011,75152,2026-05-23 07:53:42.838248
dec69fbe-4ec,INV0005012,74336,2025-05-27 07:53:42.838248
29df629d-b21,INV0005013,113715,2026-07-06 07:53:42.838248
6b0e5fcc-92e,INV0005014,68322,2024-08-14 07:53:42.838248
eadc91a2-421,INV0005015,113673,2024-09-13 07:53:42.838248
7c2a88d2-5a7,INV0005016,9071,2024-09-09 07:53:42.838248
8f082ed8-934,INV0005017,45206,2025-08-24 07:53:42.838248
1ed89936-641,INV0005018,141043,2026-04-02 07:53:42.838248
b2065f48-2a8,INV0005019,88223,2025-07-06 07:53:42.838248
8dbaf318-854,INV0005020,49672,2026-03-29 07:53:42.838248
da13a04c-7f0,INV0005021,117727,2025-03-20 07:53:42.838248
c1bf3e19-fc4,INV0005022,107593,2025-02-11 07:53:42.838248
64552be3-1dc,INV0005023,108105,2024-09-20 07:53:42.838248
55606f5b-c06,INV0005024,117486,2024-12-25 07:53:42.838248
3da223cc-ab7,INV0005025,107344,2025-02-04 07:53:42.838248
9f044983-0a1,INV0005026,110675,2025-07-03 07:53:42.838248
316bb36c-4dd,INV0005027,140601,2025-01-18 07:53:42.838248
0945c206-c2e,INV0005028,119662,2025-03-24 07:53:42.838248
6b5ae2ca-0da,INV0005029,31103,2026-08-06 07:53:42.838248
2cef8374-83b,INV0005030,38116,2026-01-05 07:53:42.838248
3a2f03db-b5e,INV0005031,36030,2026-05-01 07:53:42.838248
db611a88-110,INV0005032,107763,2026-05-22 07:53:42.838248
89e56de5-c22,INV0005033,73217,2026-02-26 07:53:42.838248
2aac637e-4d7,INV0005034,46694,2025-06-11 07:53:42.838248
ab6bcc7f-552,INV0005035,58415,2024-10-16 07:53:42.838248
fd5014ec-cee,INV0005036,29448,2024-08-19 07:53:42.838248
cfbfd05a-875,INV0005037,119667,2024-07-27 07:53:42.838248
fc247600-a6e,INV0005038,45120,2024-09-11 07:53:42.838248
44633b40-63f,INV0005039,147520,2024-11-03 07:53:42.838248
52e28cdb-4a1,INV0005040,105245,2024-09-03 07:53:42.838248
6d6aab78-218,INV0005041,39222,2025-10-30 07:53:42.838248
7666bd3a-4b6,INV0005042,98879,2025-02-19 07:53:42.838248
cb43b297-606,INV0005043,67841,2026-06-11 07:53:42.838248
70ad3fa3-10e,INV0005044,63131,2025-06-17 07:53:42.838248
2f8e0f5e-8a4,INV0005045,55811,2026-02-06 07:53:42.838248
82945f7a-662,INV0005046,69291,2025-08-06 07:53:42.838248
3e0c3b6a-68d,INV0005047,73283,2026-06-13 07:53:42.838248
c80fc892-10f,INV0005048,18565,2025-05-23 07:53:42.838248
0b805c20-8e7,INV0005049,26748,2025-01-07 07:53:42.838248
4da29dc4-1f2,INV0005050,11066,2026-05-29 07:53:42.838248
a697813b-268,INV0005051,32110,2024-11-26 07:53:42.838248
e20e4a19-62c,INV0005052,125357,2026-04-11 07:53:42.838248
ea538284-70a,INV0005053,37160,2024-11-16 07:53:42.838248
21e7f036-81c,INV0005054,42181,2025-05-08 07:53:42.838248
59938f88-c4c,INV0005055,73680,2025-01-12 07:53:42.838248
e2aa6edf-7e5,INV0005056,29320,2024-10-20 07:53:42.838248
f1914d29-1c5,INV0005057,134563,2025-07-18 07:53:42.838248
6f261f92-ec1,INV0005058,59518,2025-09-05 07:53:42.838248
689141a1-412,INV0005059,31390,2025-12-26 07:53:42.838248
73872703-6b2,INV0005060,10755,2025-10-12 07:53:42.838248
d8f62d5f-658,INV0005061,24287,2025-12-10 07:53:42.838248
5f825d4b-108,INV0005062,25004,2025-03-09 07:53:42.838248
cdd2165b-95e,INV0005063,115076,2025-08-11 07:53:42.838248
7fb1b7dc-f00,INV0005064,87204,2026-04-30 07:53:42.838248
8c23dcfa-abb,INV0005065,123195,2024-12-27 07:53:42.838248
4088683f-57b,INV0005066,52135,2025-06-07 07:53:42.838248
5d9f974a-931,INV0005067,7658,2025-01-23 07:53:42.838248
bdaa20bc-c2d,INV0005068,13244,2024-11-25 07:53:42.838248
cf98179c-eae,INV0005069,94865,2025-07-28 07:53:42.838248
8b3e337f-e56,INV0005070,131854,2026-04-22 07:53:42.838248
84d86bb6-e86,INV0005071,148257,2024-07-22 07:53:42.838248
52d5ac46-2ab,INV0005072,46520,2026-01-31 07:53:42.838248
1e38abe8-bed,INV0005073,71715,2024-12-08 07:53:42.838248
d6cd2727-7d7,INV0005074,55553,2026-04-13 07:53:42.838248
7ca73141-c5b,INV0005075,12747,2026-01-18 07:53:42.838248
107756f5-44f,INV0005076,11039,2026-01-15 07:53:42.838248
8ebfa1fb-a83,INV0005077,139150,2024-12-29 07:53:42.838248
b07f9f26-83f,INV0005078,61703,2025-07-25 07:53:42.838248
2ace031c-530,INV0005079,35091,2025-02-27 07:53:42.838248
4e120a26-045,INV0005080,12732,2025-06-16 07:53:42.838248
f4b46ef1-317,INV0005081,41323,2025-03-12 07:53:42.838248
b780fa45-e44,INV0005082,26874,2026-06-24 07:53:42.838248
2b62f977-227,INV0005083,38182,2025-04-26 07:53:42.838248
a02de685-48c,INV0005084,76740,2025-12-20 07:53:42.838248
267c359f-e97,INV0005085,57228,2024-10-22 07:53:42.838248
d9972fe2-bb6,INV0005086,96371,2026-08-16 07:53:42.838248
48b5702d-fbf,INV0005087,149571,2026-06-18 07:53:42.838248
2094eec6-db0,INV0005088,82154,2025-12-04 07:53:42.838248
37df893b-bf5,INV0005089,134971,2025-10-31 07:53:42.838248
2b083134-a1a,INV0005090,139389,2025-10-03 07:53:42.838248
8f0c14d9-277,INV0005091,55608,2025-03-28 07:53:42.838248
125bb1f3-c59,INV0005092,50340,2025-03-05 07:53:42.838248
37ab28a1-965,INV0005093,78684,2025-09-14 07:53:42.838248
8bc7a43b-63b,INV0005094,31973,2026-04-02 07:53:42.838248
c50d5551-b1b,INV0005095,86680,2025-01-24 07:53:42.838248
a8cfc4de-ae0,INV0005096,58957,2025-12-13 07:53:42.838248
a8d491ec-bca,INV0005097,118631,2025-10-17 07:53:42.838248
d2325ee3-9ac,INV0005098,116080,2026-04-23 07:53:42.838248
9ef1ec15-c82,INV0005099,76217,2025-06-19 07:53:42.838248
5edff699-ba4,INV0005100,33195,2026-04-21 07:53:42.838248
862527fd-cf5,INV0005101,105413,2025-10-20 07:53:42.838248
3d3e2f06-2dc,INV0005102,57355,2026-02-15 07:53:42.838248
0ecd53a0-257,INV0005103,97514,2025-08-04 07:53:42.838248
b2efb6f4-ff9,INV0005104,21847,2025-11-15 07:53:42.838248
5e53bd14-1ec,INV0005105,48843,2024-08-15 07:53:42.838248
8c3ddd5e-483,INV0005106,139049,2025-04-19 07:53:42.838248
e0ca582b-06a,INV0005107,112428,2025-06-13 07:53:42.838248
0f1c72a5-cc6,INV0005108,144066,2025-07-22 07:53:42.838248
1bd9d199-014,INV0005109,109413,2024-09-19 07:53:42.838248
081de7f0-3a5,INV0005110,35054,2025-02-07 07:53:42.838248
7c1b7807-b66,INV0005111,89588,2025-10-23 07:53:42.838248
414d461a-026,INV0005112,53736,2025-07-15 07:53:42.838248
3a23f19c-69c,INV0005113,69308,2024-09-30 07:53:42.838248
be57d3ca-8a4,INV0005114,61409,2026-06-05 07:53:42.838248
92b5e45c-b67,INV0005115,102428,2025-08-19 07:53:42.838248
9f078b9e-356,INV0005116,43021,2025-06-08 07:53:42.838248
86a52db8-373,INV0005117,37061,2024-08-01 07:53:42.838248
f27deb43-715,INV0005118,88516,2026-07-10 07:53:42.838248
a2c72328-c46,INV0005119,7857,2025-07-02 07:53:42.838248
c50332e4-18b,INV0005120,61039,2025-11-04 07:53:42.838248
0b18e825-528,INV0005121,89295,2025-03-15 07:53:42.838248
e9036452-0d9,INV0005122,22363,2025-08-26 07:53:42.838248
8b5d5086-e60,INV0005123,79347,2026-04-13 07:53:42.838248
98cbbebf-465,INV0005124,60620,2026-01-25 07:53:42.838248
ed20c09e-bda,INV0005125,62006,2024-11-15 07:53:42.838248
0a2b6d9c-8bf,INV0005126,77888,2026-04-04 07:53:42.838248
21e1f9eb-f99,INV0005127,24614,2026-03-29 07:53:42.838248
a0269e2d-bb3,INV0005128,115559,2026-07-03 07:53:42.838248
b9c7f46a-fc8,INV0005129,119086,2025-07-03 07:53:42.838248
2938ef4d-106,INV0005130,88917,2025-03-06 07:53:42.838248
6c91f217-2fb,INV0005131,56674,2024-09-28 07:53:42.838248
674c347c-249,INV0005132,134481,2025-12-16 07:53:42.838248
f21efd7a-569,INV0005133,17266,2025-05-09 07:53:42.838248
6a5001f1-342,INV0005134,115424,2024-11-18 07:53:42.838248
58e0f39b-c0e,INV0005135,37530,2025-11-11 07:53:42.838248
d32d8b1d-bd9,INV0005136,49863,2026-04-22 07:53:42.838248
50b2ae70-654,INV0005137,90688,2026-03-24 07:53:42.838248
0991e124-fe8,INV0005138,105363,2025-03-19 07:53:42.838248
0cb85525-e65,INV0005139,10575,2025-04-29 07:53:42.838248
4dd57f77-8ca,INV0005140,9675,2026-05-13 07:53:42.838248
a80d45d8-df8,INV0005141,6218,2025-11-06 07:53:42.838248
23126ddc-c8b,INV0005142,79544,2024-12-22 07:53:42.838248
7dc4fea0-7af,INV0005143,110594,2024-08-25 07:53:42.838248
f79209ae-831,INV0005144,144845,2026-01-08 07:53:42.838248
1c1fd8f1-5fa,INV0005145,15255,2025-07-05 07:53:42.838248
bf0bab96-0b3,INV0005146,9265,2024-09-26 07:53:42.838248
082909f6-9e7,INV0005147,128179,2024-11-18 07:53:42.838248
df55a7fa-d75,INV0005148,113810,2025-05-19 07:53:42.838248
8e0669e1-25a,INV0005149,77004,2025-06-04 07:53:42.838248
3d9aebde-41d,INV0005150,95655,2025-09-03 07:53:42.838248
df075361-a4e,INV0005151,25910,2026-02-06 07:53:42.838248
a7c50401-3df,INV0005152,87096,2025-12-16 07:53:42.838248
16f9255a-d40,INV0005153,17339,2025-09-25 07:53:42.838248
31986aca-66d,INV0005154,83235,2026-07-28 07:53:42.838248
edf64931-761,INV0005155,124165,2025-12-02 07:53:42.838248
53e6138a-9c3,INV0005156,36827,2025-07-31 07:53:42.838248
c0b05236-ff7,INV0005157,31933,2024-09-13 07:53:42.838248
02b8098a-c16,INV0005158,63724,2024-09-14 07:53:42.838248
38f1fe67-899,INV0005159,7725,2024-12-29 07:53:42.838248
c08ad258-510,INV0005160,32560,2025-06-27 07:53:42.838248
4dead65d-bfc,INV0005161,119211,2025-03-21 07:53:42.838248
41c65394-74f,INV0005162,49614,2024-11-02 07:53:42.838248
8691491e-8fe,INV0005163,55111,2025-08-21 07:53:42.838248
3aeedcd7-91d,INV0005164,145917,2024-08-17 07:53:42.838248
7121cd98-7ec,INV0005165,18760,2025-04-18 07:53:42.838248
a943d92c-b79,INV0005166,16292,2024-11-20 07:53:42.838248
a8aaa050-40a,INV0005167,17583,2025-06-01 07:53:42.838248
afec3387-301,INV0005168,24671,2025-04-17 07:53:42.838248
1cfd951f-3ed,INV0005169,91331,2026-07-21 07:53:42.838248
e8e0fa0a-c7f,INV0005170,104498,2025-04-25 07:53:42.838248
396984af-499,INV0005171,49653,2024-12-14 07:53:42.838248
39b77320-69a,INV0005172,125768,2024-12-19 07:53:42.838248
4592144e-465,INV0005173,38105,2025-06-07 07:53:42.838248
3846c3ae-364,INV0005174,43797,2026-03-14 07:53:42.838248
771c9710-cdc,INV0005175,113342,2026-05-03 07:53:42.838248
230f9019-fce,INV0005176,122120,2026-05-31 07:53:42.838248
3e997fd3-cd0,INV0005177,37079,2026-02-01 07:53:42.838248
580407a3-1b9,INV0005178,143304,2025-04-24 07:53:42.838248
6a2ba536-185,INV0005179,130285,2026-06-04 07:53:42.838248
6f60988c-543,INV0005180,133477,2025-05-21 07:53:42.838248
af61c2ba-59a,INV0005181,89387,2025-12-12 07:53:42.838248
6795646d-086,INV0005182,64200,2024-11-20 07:53:42.838248
74f1509b-eb7,INV0005183,74156,2025-05-27 07:53:42.838248
3f3c5897-ea2,INV0005184,26704,2025-08-16 07:53:42.838248
ef65bb67-5f3,INV0005185,68537,2026-06-20 07:53:42.838248
383571fa-4ad,INV0005186,58973,2026-07-08 07:53:42.838248
2d786363-663,INV0005187,25451,2024-10-18 07:53:42.838248
b9c98cba-522,INV0005188,134657,2024-10-18 07:53:42.838248
98fd0464-ae0,INV0005189,60699,2024-08-26 07:53:42.838248
81152e82-3de,INV0005190,61658,2025-11-03 07:53:42.838248
72e9c72c-99e,INV0005191,105941,2025-02-22 07:53:42.838248
904214b5-b0e,INV0005192,132833,2024-11-13 07:53:42.838248
9a570d24-5f6,INV0005193,94246,2025-03-06 07:53:42.838248
21f1bc9d-5ba,INV0005194,143318,2026-01-27 07:53:42.838248
dd7f1a83-fd2,INV0005195,87145,2025-06-29 07:53:42.838248
b4715687-86a,INV0005196,124019,2026-06-14 07:53:42.838248
d04d4dde-1b1,INV0005197,45369,2025-12-23 07:53:42.838248
3f9c8b79-226,INV0005198,32698,2024-11-30 07:53:42.838248
1f8f7cf2-da4,INV0005199,62353,2025-08-24 07:53:42.838248
50cd8f2b-c13,INV0005200,106076,2025-11-16 07:53:42.838248
d2635f4d-b6f,INV0005201,139601,2025-02-24 07:53:42.838248
e317f49f-02b,INV0005202,109911,2025-02-21 07:53:42.838248
2a2520c8-b62,INV0005203,22993,2025-05-09 07:53:42.838248
084268e5-5c2,INV0005204,115911,2025-01-17 07:53:42.838248
9a476ffa-d1b,INV0005205,85516,2026-03-22 07:53:42.838248
caa67757-7a4,INV0005206,31755,2024-12-18 07:53:42.838248
1a7da223-b10,INV0005207,125836,2024-11-28 07:53:42.838248
29cb1ee1-5a7,INV0005208,33888,2025-03-21 07:53:42.838248
2dc315db-cf4,INV0005209,9348,2025-11-07 07:53:42.838248
4a11bd83-bb7,INV0005210,54028,2025-05-10 07:53:42.838248
9fbc374e-25c,INV0005211,12493,2025-11-14 07:53:42.838248
79e34f69-3eb,INV0005212,144168,2025-11-27 07:53:42.838248
ed860369-22b,INV0005213,97263,2025-04-18 07:53:42.838248
75da8fec-836,INV0005214,36018,2026-02-11 07:53:42.838248
2041a751-6b5,INV0005215,27037,2025-07-28 07:53:42.838248
52918419-75c,INV0005216,118108,2025-03-11 07:53:42.838248
3b1edcf8-103,INV0005217,44484,2025-09-30 07:53:42.838248
762630f7-da4,INV0005218,136646,2025-10-29 07:53:42.838248
23e7e786-d8f,INV0005219,138149,2025-07-05 07:53:42.838248
f7b26a01-8af,INV0005220,18934,2025-10-28 07:53:42.838248
a7b87499-5b3,INV0005221,76457,2025-08-30 07:53:42.838248
5ffb3dd4-8b6,INV0005222,30641,2024-10-04 07:53:42.838248
9c7b0b4e-3da,INV0005223,105275,2025-10-26 07:53:42.838248
ed26c836-0b8,INV0005224,55838,2025-05-10 07:53:42.838248
3bc34213-8f6,INV0005225,54663,2025-10-05 07:53:42.838248
11d86848-d64,INV0005226,51306,2026-03-15 07:53:42.838248
f9e251bb-433,INV0005227,77332,2026-01-29 07:53:42.838248
1038256c-964,INV0005228,134398,2026-01-19 07:53:42.838248
45a7dbdd-0d5,INV0005229,118656,2024-11-01 07:53:42.838248
8dd36e02-2dc,INV0005230,18073,2026-06-09 07:53:42.838248
b533c715-bb0,INV0005231,70259,2024-11-21 07:53:42.838248
d991b748-e38,INV0005232,62561,2024-12-05 07:53:42.838248
d1ed0896-adf,INV0005233,18929,2024-09-19 07:53:42.838248
07663255-da1,INV0005234,74777,2025-03-25 07:53:42.838248
732efb46-e88,INV0005235,22261,2026-01-10 07:53:42.838248
d44e732d-38d,INV0005236,31484,2025-05-16 07:53:42.838248
b8ccc059-078,INV0005237,64366,2026-04-17 07:53:42.838248
3da27db9-10b,INV0005238,111052,2025-09-13 07:53:42.838248
700a0c5c-316,INV0005239,107992,2024-11-10 07:53:42.838248
a169b1d1-63a,INV0005240,62642,2026-07-15 07:53:42.838248
e9716cc6-340,INV0005241,75324,2025-12-22 07:53:42.838248
eee27216-4bd,INV0005242,58924,2025-02-04 07:53:42.838248
13b896ec-017,INV0005243,58366,2025-08-05 07:53:42.838248
a85e1599-be6,INV0005244,80495,2026-08-09 07:53:42.838248
5562a3ab-e8b,INV0005245,80491,2024-08-21 07:53:42.838248
864b2aab-f80,INV0005246,29705,2025-02-21 07:53:42.838248
ff455ea1-a8d,INV0005247,136921,2026-07-30 07:53:42.838248
c35007d3-4d7,INV0005248,129979,2025-05-31 07:53:42.838248
69a02dd7-d6d,INV0005249,67552,2025-01-19 07:53:42.838248
91f862d3-536,INV0005250,87604,2026-06-26 07:53:42.838248
a2606de8-9a2,INV0005251,23207,2025-01-17 07:53:42.838248
33907dd1-188,INV0005252,54111,2025-07-11 07:53:42.838248
0bb570ff-811,INV0005253,124332,2024-12-19 07:53:42.838248
9b36a488-6f9,INV0005254,8338,2026-05-30 07:53:42.838248
c7354b40-86f,INV0005255,129413,2025-10-02 07:53:42.838248
af021cea-628,INV0005256,92570,2024-09-04 07:53:42.838248
fc819cc2-9ed,INV0005257,51534,2025-04-25 07:53:42.838248
cc57aaaa-f4f,INV0005258,25179,2025-01-10 07:53:42.838248
a53995fe-233,INV0005259,7551,2026-03-14 07:53:42.838248
86e019ef-543,INV0005260,97312,2025-12-16 07:53:42.838248
29ec2ecb-d06,INV0005261,5263,2025-12-05 07:53:42.838248
5d4672e0-0e7,INV0005262,69883,2025-12-06 07:53:42.838248
31f39409-374,INV0005263,33674,2024-09-15 07:53:42.838248
64de4c84-aea,INV0005264,9558,2026-03-21 07:53:42.838248
437c1ddd-cb4,INV0005265,81194,2025-03-17 07:53:42.838248
16e97fd9-0a9,INV0005266,142696,2026-01-14 07:53:42.838248
ea6b3c5a-f40,INV0005267,48857,2024-12-11 07:53:42.838248
4e7e45a2-371,INV0005268,29617,2024-11-28 07:53:42.838248
859aab69-e3d,INV0005269,84849,2025-07-23 07:53:42.838248
abe17960-09d,INV0005270,123650,2025-12-01 07:53:42.838248
b0b225c8-f59,INV0005271,96955,2026-01-26 07:53:42.838248
468235de-683,INV0005272,72460,2026-05-31 07:53:42.838248
d29706a5-57d,INV0005273,132531,2025-04-05 07:53:42.838248
5a784bec-bc2,INV0005274,100496,2025-10-26 07:53:42.838248
1f7af05f-40e,INV0005275,8554,2025-07-19 07:53:42.838248
8bfbce13-cd4,INV0005276,83940,2026-07-13 07:53:42.838248
ea7b80e9-cdf,INV0005277,92487,2026-01-14 07:53:42.838248
b9ba4860-7c7,INV0005278,131970,2024-11-10 07:53:42.838248
91b42de6-995,INV0005279,75762,2026-06-22 07:53:42.838248
e1c6f93f-949,INV0005280,141133,2026-05-30 07:53:42.838248
748bef9d-3ef,INV0005281,10433,2025-01-01 07:53:42.838248
87fa4631-fd9,INV0005282,112562,2025-02-27 07:53:42.838248
d613192a-87e,INV0005283,42128,2025-07-25 07:53:42.838248
60346614-645,INV0005284,135503,2024-09-05 07:53:42.838248
6c2b897c-73a,INV0005285,69059,2026-03-27 07:53:42.838248
9941dcf7-55c,INV0005286,117910,2025-08-01 07:53:42.838248
ef436ca5-c2f,INV0005287,59082,2024-10-13 07:53:42.838248
fe88d7c6-6ff,INV0005288,55814,2025-08-22 07:53:42.838248
90bff6a5-0e0,INV0005289,33293,2025-05-06 07:53:42.838248
d84b8547-634,INV0005290,147846,2025-10-21 07:53:42.838248
557ac3a5-2fd,INV0005291,143125,2025-01-31 07:53:42.838248
489ce508-e8e,INV0005292,74549,2026-06-28 07:53:42.838248
f8c143db-062,INV0005293,96447,2025-06-26 07:53:42.838248
d2643622-8c3,INV0005294,107505,2026-03-21 07:53:42.838248
45e0fe3e-502,INV0005295,114391,2025-05-21 07:53:42.838248
83c7c353-dab,INV0005296,86087,2025-01-23 07:53:42.838248
fcf39347-ae8,INV0005297,15774,2026-02-25 07:53:42.838248
93e1f7fb-436,INV0005298,141335,2026-08-03 07:53:42.838248
2a4f8e6a-5d8,INV0005299,94987,2026-04-28 07:53:42.838248
2c4b52d1-ebb,INV0005300,37233,2025-10-29 07:53:42.838248
d6952746-0e9,INV0005301,124282,2026-03-14 07:53:42.838248
76aed386-064,INV0005302,95963,2025-05-26 07:53:42.838248
1c34fccb-3c6,INV0005303,33885,2024-07-24 07:53:42.838248
cf08dc7e-849,INV0005304,135790,2026-07-22 07:53:42.838248
1f17a38e-205,INV0005305,43569,2025-11-04 07:53:42.838248
9f1eab42-867,INV0005306,44381,2025-12-31 07:53:42.838248
93a99b7f-cb4,INV0005307,80964,2026-04-24 07:53:42.838248
93a1cca3-2f2,INV0005308,47626,2025-05-29 07:53:42.838248
23b96d50-38d,INV0005309,132618,2025-05-13 07:53:42.838248
2e8ac14d-a0c,INV0005310,21938,2025-06-05 07:53:42.838248
d9b72c06-55c,INV0005311,9087,2025-10-20 07:53:42.838248
2df6c97b-571,INV0005312,15735,2025-03-21 07:53:42.838248
f3f4a877-d00,INV0005313,79191,2026-03-26 07:53:42.838248
13a6432f-664,INV0005314,37357,2024-09-22 07:53:42.838248
84c513dc-d14,INV0005315,133022,2025-06-19 07:53:42.838248
87cdf3f0-528,INV0005316,6334,2025-10-27 07:53:42.838248
1e6f9b90-44f,INV0005317,97341,2026-06-06 07:53:42.838248
ef8a5baa-8c2,INV0005318,5168,2024-09-16 07:53:42.838248
55715e99-926,INV0005319,70911,2024-12-10 07:53:42.838248
01a5bdab-58a,INV0005320,96807,2025-05-25 07:53:42.838248
86ac51dc-cad,INV0005321,136594,2026-06-22 07:53:42.838248
d6ef68bf-8af,INV0005322,45642,2024-10-24 07:53:42.838248
f5571668-76c,INV0005323,75954,2025-01-08 07:53:42.838248
91d95803-e49,INV0005324,56570,2025-10-16 07:53:42.838248
0358bcd9-e9b,INV0005325,26159,2025-06-01 07:53:42.838248
5ffbcaa2-0b0,INV0005326,62372,2024-08-30 07:53:42.838248
709ef729-3c5,INV0005327,129040,2025-08-19 07:53:42.838248
15cd64ac-1be,INV0005328,70202,2026-06-20 07:53:42.838248
a81cdef3-438,INV0005329,106250,2025-09-21 07:53:42.838248
238f9c72-3f6,INV0005330,109625,2024-10-23 07:53:42.838248
fc2f757f-832,INV0005331,73487,2025-05-30 07:53:42.838248
bb71456e-512,INV0005332,86457,2025-01-13 07:53:42.838248
55ebb406-7a2,INV0005333,119246,2026-06-20 07:53:42.838248
7e2b760a-499,INV0005334,89536,2026-03-10 07:53:42.838248
e140fd7b-b43,INV0005335,41484,2026-07-15 07:53:42.838248
f1775d4c-22b,INV0005336,57299,2025-04-16 07:53:42.838248
b172f901-150,INV0005337,40570,2025-09-27 07:53:42.838248
95c30e42-686,INV0005338,57303,2025-05-31 07:53:42.838248
934d4df9-caf,INV0005339,84952,2024-11-04 07:53:42.838248
8f8d696c-f39,INV0005340,82944,2026-03-11 07:53:42.838248
d82c3c66-13d,INV0005341,125888,2026-02-20 07:53:42.838248
4d6faf40-ecd,INV0005342,53069,2025-08-15 07:53:42.838248
fd9585ba-ff6,INV0005343,119528,2024-10-21 07:53:42.838248
59a3844b-f4b,INV0005344,41335,2026-01-24 07:53:42.838248
4715270a-e2a,INV0005345,120841,2026-07-27 07:53:42.838248
8e603985-32c,INV0005346,87119,2025-12-30 07:53:42.838248
639912af-2ce,INV0005347,98731,2025-12-07 07:53:42.838248
daf85230-ef6,INV0005348,97849,2025-10-03 07:53:42.838248
3c395dc3-6d1,INV0005349,127303,2025-09-19 07:53:42.838248
5278117c-96a,INV0005350,112546,2025-12-05 07:53:42.838248
563c0119-a3f,INV0005351,12254,2026-03-03 07:53:42.838248
f98952c8-23a,INV0005352,11926,2025-10-03 07:53:42.838248
f459bbfa-1ad,INV0005353,28181,2024-12-23 07:53:42.838248
a4c469df-8df,INV0005354,84269,2025-04-24 07:53:42.838248
0300c4be-e6a,INV0005355,139271,2025-09-06 07:53:42.838248
098f8237-710,INV0005356,38364,2026-05-04 07:53:42.838248
2c655af2-b6c,INV0005357,147414,2026-03-17 07:53:42.838248
858aef6f-867,INV0005358,81898,2024-09-13 07:53:42.838248
009e3867-e7a,INV0005359,107933,2024-11-25 07:53:42.838248
b3795aa4-09a,INV0005360,110628,2026-06-15 07:53:42.838248
f2ab0b27-577,INV0005361,6560,2025-11-10 07:53:42.838248
564080ee-a83,INV0005362,140792,2025-10-31 07:53:42.838248
54f63924-5c3,INV0005363,19246,2024-10-14 07:53:42.838248
49c6fc2e-7b3,INV0005364,19337,2025-04-19 07:53:42.838248
a031a4f6-85a,INV0005365,33062,2025-06-27 07:53:42.838248
0342e436-afc,INV0005366,30532,2025-05-27 07:53:42.838248
88bb7163-f27,INV0005367,131213,2026-07-12 07:53:42.838248
