invoice_id,vendor_id,invoice_date,invoice_amount,currency
INV0002296,V00135,2026-03-26 07:53:42.838248,82180,USD
INV0002297,V00162,2026-06-13 07:53:42.838248,19299,USD
INV0002298,V00087,2024-11-29 07:53:42.838248,140520,USD
INV0002299,V00204,2026-04-29 07:53:42.838248,126524,USD
INV0002300,V00328,2024-10-07 07:53:42.838248,123409,USD
INV0002301,V00285,2024-10-30 07:53:42.838248,136244,USD
INV0002302,V00123,2026-02-26 07:53:42.838248,52125,USD
INV0002303,V00278,2024-11-22 07:53:42.838248,148237,USD
INV0002304,V00173,2025-09-03 07:53:42.838248,108040,USD
INV0002305,V00242,2025-10-11 07:53:42.838248,89793,USD
INV0002306,V00156,2025-01-06 07:53:42.838248,11530,USD
INV0002307,V00043,2026-03-03 07:53:42.838248,123929,USD
INV0002308,V00114,2025-10-15 07:53:42.838248,57935,USD
INV0002309,V00025,2025-03-20 07:53:42.838248,28640,USD
INV0002310,V00068,2026-06-15 07:53:42.838248,89954,USD
INV0002311,V00145,2024-11-10 07:53:42.838248,47990,USD
INV0002312,V00043,2024-10-31 07:53:42.838248,28905,USD
INV0002313,V00307,2026-04-17 07:53:42.838248,122807,USD
INV0002314,V00074,2024-10-02 07:53:42.838248,100143,USD
INV0002315,V00052,2026-07-01 07:53:42.838248,142315,USD
INV0002316,V00062,2025-12-12 07:53:42.838248,105686,USD
INV0002317,V00067,2025-07-29 07:53:42.838248,46916,USD
INV0002318,V00247,2025-07-31 07:53:42.838248,149269,USD
INV0002319,V00250,2024-12-28 07:53:42.838248,16509,USD
INV0002320,V00146,2026-02-06 07:53:42.838248,92868,USD
INV0002321,V00039,2024-12-20 07:53:42.838248,44345,USD
INV0002322,V00065,2025-01-06 07:53:42.838248,42907,USD
INV0002323,V00324,2025-09-09 07:53:42.838248,18450,USD
INV0002324,V00079,2025-05-19 07:53:42.838248,85756,USD
INV0002325,V00164,2025-04-28 07:53:42.838248,121983,USD
INV0002326,V00084,2024-11-04 07:53:42.838248,52368,USD
INV0002327,V00027,2025-01-30 07:53:42.838248,39490,USD
INV0002328,V00086,2026-04-05 07:53:42.838248,5926,USD
INV0002329,V00324,2024-07-19 07:53:42.838248,71351,USD
INV0002330,V00178,2025-11-28 07:53:42.838248,125230,USD
INV0002331,V00187,2026-01-14 07:53:42.838248,135716,USD
INV0002332,V00213,2026-03-21 07:53:42.838248,6507,USD
INV0002333,V00023,2025-03-07 07:53:42.838248,134359,USD
INV0002334,V00274,2026-03-01 07:53:42.838248,61852,USD
INV0002335,V00252,2025-10-14 07:53:42.838248,129705,USD
INV0002336,V00188,2025-10-02 07:53:42.838248,112518,USD
INV0002337,V00056,2026-03-14 07:53:42.838248,25815,USD
INV0002338,V00001,2025-03-14 07:53:42.838248,6723,USD
INV0002339,V00094,2025-04-17 07:53:42.838248,148482,USD
INV0002340,V00198,2024-08-26 07:53:42.838248,59430,USD
INV0002341,V00282,2024-12-05 07:53:42.838248,53454,USD
INV0002342,V00111,2026-05-06 07:53:42.838248,19434,USD
INV0002343,V00300,2024-08-13 07:53:42.838248,96493,USD
INV0002344,V00213,2024-08-09 07:53:42.838248,43109,USD
INV0002345,V00221,2025-06-11 07:53:42.838248,83234,USD
INV0002346,V00203,2024-08-26 07:53:42.838248,27990,USD
INV0002347,V00216,2025-09-06 07:53:42.838248,33544,USD
INV0002348,V00097,2024-12-19 07:53:42.838248,51726,USD
INV0002349,V00015,2026-03-24 07:53:42.838248,79548,USD
INV0002350,V00310,2025-10-16 07:53:42.838248,51509,USD
INV0002351,V00074,2024-08-12 07:53:42.838248,99421,USD
INV0002352,V00109,2025-05-09 07:53:42.838248,29412,USD
INV0002353,V00282,2025-07-19 07:53:42.838248,89625,USD
INV0002354,V00011,2024-09-14 07:53:42.838248,104336,USD
INV0002355,V00309,2026-01-21 07:53:42.838248,117020,USD
INV0002356,V00076,2025-05-02 07:53:42.838248,22019,USD
INV0002357,V00299,2024-11-21 07:53:42.838248,128421,USD
INV0002358,V00102,2026-06-18 07:53:42.838248,36987,USD
INV0002359,V00248,2025-06-09 07:53:42.838248,76937,USD
INV0002360,V00047,2025-09-03 07:53:42.838248,143163,USD
INV0002361,V00224,2025-02-06 07:53:42.838248,142532,USD
INV0002362,V00121,2026-03-25 07:53:42.838248,59801,USD
INV0002363,V00230,2024-10-26 07:53:42.838248,20252,USD
INV0002364,V00006,2024-10-04 07:53:42.838248,143660,USD
INV0002365,V00197,2026-06-12 07:53:42.838248,131789,USD
INV0002366,V00029,2025-09-17 07:53:42.838248,80284,USD
INV0002367,V00327,2025-03-29 07:53:42.838248,87965,USD
INV0002368,V00186,2026-02-15 07:53:42.838248,142728,USD
INV0002369,V00039,2024-11-16 07:53:42.838248,97760,USD
INV0002370,V00223,2025-12-21 07:53:42.838248,135127,USD
INV0002371,V00162,2025-11-23 07:53:42.838248,135479,USD
INV0002372,V00200,2026-03-23 07:53:42.838248,52161,USD
INV0002373,V00018,2026-07-02 07:53:42.838248,66006,USD
INV0002374,V00112,2025-01-21 07:53:42.838248,81149,USD
INV0002375,V00006,2024-11-05 07:53:42.838248,5414,USD
INV0002376,V00215,2025-10-26 07:53:42.838248,11287,USD
INV0002377,V00181,2025-02-04 07:53:42.838248,35913,USD
INV0002378,V00084,2025-09-03 07:53:42.838248,113693,USD
INV0002379,V00072,2025-06-13 07:53:42.838248,16925,USD
INV0002380,V00087,2026-01-31 07:53:42.838248,96658,USD
INV0002381,V00285,2024-07-18 07:53:42.838248,60663,USD
INV0002382,V00040,2026-06-13 07:53:42.838248,57740,USD
INV0002383,V00029,2025-03-24 07:53:42.838248,78826,USD
INV0002384,V00156,2025-05-18 07:53:42.838248,22782,USD
INV0002385,V00006,2025-12-07 07:53:42.838248,83717,USD
INV0002386,V00123,2025-06-03 07:53:42.838248,149177,USD
INV0002387,V00061,2024-10-31 07:53:42.838248,6607,USD
INV0002388,V00103,2025-06-21 07:53:42.838248,92368,USD
INV0002389,V00043,2026-02-09 07:53:42.838248,108821,USD
INV0002390,V00001,2025-01-02 07:53:42.838248,12632,USD
INV0002391,V00038,2025-06-10 07:53:42.838248,55860,USD
INV0002392,V00027,2026-05-26 07:53:42.838248,93588,USD
INV0002393,V00285,2025-11-04 07:53:42.838248,130595,USD
INV0002394,V00333,2026-04-29 07:53:42.838248,14321,USD
INV0002395,V00343,2025-11-12 07:53:42.838248,40587,USD
INV0002396,V00315,2026-04-10 07:53:42.838248,45733,USD
INV0002397,V00350,2026-01-07 07:53:42.838248,125748,USD
INV0002398,V00279,2025-10-23 07:53:42.838248,92846,USD
INV0002399,V00257,2024-09-02 07:53:42.838248,113515,USD
INV0002400,V00163,2025-05-09 07:53:42.838248,141596,USD
INV0002401,V00152,2026-01-26 07:53:42.838248,87707,USD
INV0002402,V00128,2024-07-26 07:53:42.838248,145479,USD
INV0002403,V00130,2026-02-18 07:53:42.838248,59594,USD
INV0002404,V00074,2025-07-04 07:53:42.838248,91958,USD
INV0002405,V00303,2024-12-06 07:53:42.838248,22357,USD
INV0002406,V00191,2024-08-07 07:53:42.838248,78520,USD
INV0002407,V00028,2025-07-26 07:53:42.838248,93906,USD
INV0002408,V00294,2024-12-23 07:53:42.838248,145056,USD
INV0002409,V00149,2025-01-14 07:53:42.838248,107122,USD
INV0002410,V00129,2025-05-18 07:53:42.838248,35630,USD
INV0002411,V00256,2026-07-03 07:53:42.838248,87444,USD
INV0002412,V00299,2025-04-11 07:53:42.838248,13291,USD
INV0002413,V00040,2024-10-03 07:53:42.838248,113493,USD
INV0002414,V00004,2025-03-07 07:53:42.838248,135299,USD
INV0002415,V00241,2025-10-12 07:53:42.838248,102408,USD
INV0002416,V00222,2025-02-13 07:53:42.838248,84332,USD
INV0002417,V00115,2025-05-12 07:53:42.838248,142651,USD
INV0002418,V00018,2024-10-29 07:53:42.838248,50878,USD
INV0002419,V00226,2024-08-14 07:53:42.838248,103098,USD
INV0002420,V00213,2024-10-09 07:53:42.838248,57978,USD
INV0002421,V00249,2025-12-07 07:53:42.838248,121332,USD
INV0002422,V00089,2025-11-13 07:53:42.838248,11536,USD
INV0002423,V00109,2024-12-11 07:53:42.838248,136086,USD
INV0002424,V00108,2025-06-20 07:53:42.838248,54862,USD
INV0002425,V00318,2025-12-25 07:53:42.838248,131739,USD
INV0002426,V00018,2025-06-07 07:53:42.838248,86358,USD
INV0002427,V00242,2024-10-15 07:53:42.838248,42563,USD
INV0002428,V00018,2026-05-30 07:53:42.838248,140304,USD
INV0002429,V00097,2025-02-02 07:53:42.838248,39791,USD
INV0002430,V00184,2025-10-20 07:53:42.838248,14582,USD
INV0002431,V00348,2026-07-07 07:53:42.838248,106603,USD
INV0002432,V00122,2024-11-02 07:53:42.838248,141929,USD
INV0002433,V00274,2025-05-21 07:53:42.838248,6077,USD
INV0002434,V00103,2026-06-10 07:53:42.838248,16542,USD
INV0002435,V00217,2025-06-13 07:53:42.838248,27826,USD
INV0002436,V00236,2024-08-23 07:53:42.838248,127388,USD
INV0002437,V00157,2025-12-22 07:53:42.838248,32027,USD
INV0002438,V00281,2024-07-30 07:53:42.838248,86914,USD
INV0002439,V00194,2026-04-22 07:53:42.838248,86826,USD
INV0002440,V00350,2025-05-31 07:53:42.838248,60009,USD
INV0002441,V00235,2025-01-20 07:53:42.838248,57574,USD
INV0002442,V00120,2025-04-16 07:53:42.838248,80121,USD
INV0002443,V00084,2025-05-29 07:53:42.838248,144532,USD
INV0002444,V00318,2026-05-25 07:53:42.838248,120635,USD
INV0002445,V00056,2025-04-12 07:53:42.838248,35841,USD
INV0002446,V00180,2024-12-15 07:53:42.838248,44143,USD
INV0002447,V00342,2024-11-01 07:53:42.838248,76732,USD
INV0002448,V00138,2026-04-05 07:53:42.838248,8999,USD
INV0002449,V00311,2024-10-19 07:53:42.838248,139757,USD
INV0002450,V00102,2026-01-13 07:53:42.838248,59153,USD
INV0002451,V00298,2026-01-20 07:53:42.838248,96833,USD
INV0002452,V00043,2025-04-10 07:53:42.838248,88488,USD
INV0002453,V00276,2026-06-28 07:53:42.838248,42108,USD
INV0002454,V00222,2026-02-14 07:53:42.838248,79256,USD
INV0002455,V00151,2024-12-29 07:53:42.838248,69179,USD
INV0002456,V00125,2025-05-21 07:53:42.838248,23675,USD
INV0002457,V00055,2026-01-11 07:53:42.838248,93798,USD
INV0002458,V00017,2024-08-27 07:53:42.838248,121299,USD
INV0002459,V00340,2024-08-05 07:53:42.838248,39098,USD
INV0002460,V00125,2026-05-29 07:53:42.838248,128400,USD
INV0002461,V00323,2024-10-23 07:53:42.838248,18226,USD
INV0002462,V00347,2024-08-31 07:53:42.838248,105558,USD
INV0002463,V00096,2025-09-16 07:53:42.838248,27575,USD
INV0002464,V00192,2025-01-06 07:53:42.838248,107738,USD
INV0002465,V00200,2026-03-30 07:53:42.838248,121873,USD
INV0002466,V00203,2025-05-22 07:53:42.838248,98224,USD
INV0002467,V00027,2025-01-25 07:53:42.838248,92118,USD
INV0002468,V00157,2024-09-25 07:53:42.838248,144849,USD
INV0002469,V00017,2026-02-08 07:53:42.838248,127079,USD
INV0002470,V00091,2024-10-10 07:53:42.838248,39549,USD
INV0002471,V00248,2024-10-14 07:53:42.838248,127755,USD
INV0002472,V00040,2025-05-20 07:53:42.838248,124428,USD
INV0002473,V00072,2025-10-31 07:53:42.838248,127000,USD
INV0002474,V00110,2025-02-21 07:53:42.838248,65737,USD
INV0002475,V00328,2026-03-30 07:53:42.838248,42675,USD
INV0002476,V00224,2025-07-14 07:53:42.838248,72646,USD
INV0002477,V00196,2025-01-10 07:53:42.838248,107780,USD
INV0002478,V00135,2025-06-04 07:53:42.838248,91593,USD
INV0002479,V00315,2025-11-18 07:53:42.838248,123825,USD
INV0002480,V00049,2024-09-11 07:53:42.838248,12933,USD
INV0002481,V00333,2024-10-30 07:53:42.838248,129606,USD
INV0002482,V00099,2025-11-09 07:53:42.838248,97128,USD
INV0002483,V00215,2024-12-28 07:53:42.838248,125911,USD
INV0002484,V00155,2025-06-28 07:53:42.838248,78992,USD
INV0002485,V00055,2025-12-09 07:53:42.838248,38395,USD
INV0002486,V00109,2025-08-26 07:53:42.838248,31983,USD
INV0002487,V00083,2025-06-05 07:53:42.838248,33044,USD
INV0002488,V00007,2025-05-12 07:53:42.838248,23592,USD
INV0002489,V00103,2025-10-22 07:53:42.838248,144656,USD
INV0002490,V00229,2026-03-03 07:53:42.838248,110071,USD
INV0002491,V00332,2025-03-08 07:53:42.838248,113381,USD
INV0002492,V00156,2026-01-19 07:53:42.838248,68882,USD
INV0002493,V00267,2025-11-12 07:53:42.838248,46686,USD
INV0002494,V00147,2024-09-12 07:53:42.838248,105615,USD
INV0002495,V00270,2025-02-05 07:53:42.838248,94316,USD
INV0002496,V00048,2025-09-25 07:53:42.838248,118022,USD
INV0002497,V00171,2026-01-15 07:53:42.838248,94705,USD
INV0002498,V00177,2024-12-31 07:53:42.838248,66906,USD
INV0002499,V00239,2026-07-05 07:53:42.838248,25419,USD
INV0002500,V00114,2024-11-01 07:53:42.838248,132567,USD
INV0002501,V00116,2025-06-05 07:53:42.838248,126348,USD
INV0002502,V00069,2025-10-05 07:53:42.838248,30599,USD
INV0002503,V00102,2025-05-18 07:53:42.838248,51182,USD
INV0002504,V00089,2024-09-16 07:53:42.838248,111376,USD
INV0002505,V00184,2026-06-08 07:53:42.838248,33506,USD
INV0002506,V00309,2025-06-07 07:53:42.838248,104329,USD
INV0002507,V00029,2026-04-28 07:53:42.838248,134576,USD
INV0002508,V00254,2024-10-07 07:53:42.838248,21117,USD
INV0002509,V00133,2024-11-26 07:53:42.838248,62045,USD
INV0002510,V00275,2024-12-04 07:53:42.838248,5048,USD
INV0002511,V00233,2025-10-13 07:53:42.838248,44116,USD
INV0002512,V00031,2025-05-01 07:53:42.838248,144265,USD
INV0002513,V00084,2026-03-29 07:53:42.838248,107231,USD
INV0002514,V00228,2025-01-23 07:53:42.838248,122220,USD
INV0002515,V00198,2026-06-04 07:53:42.838248,58912,USD
INV0002516,V00211,2025-05-09 07:53:42.838248,87994,USD
INV0002517,V00094,2025-09-25 07:53:42.838248,84835,USD
INV0002518,V00334,2024-10-06 07:53:42.838248,95246,USD
INV0002519,V00019,2026-03-25 07:53:42.838248,7128,USD
INV0002520,V00163,2025-08-24 07:53:42.838248,138804,USD
INV0002521,V00179,2025-05-04 07:53:42.838248,38437,USD
INV0002522,V00268,2025-07-20 07:53:42.838248,21360,USD
INV0002523,V00171,2024-08-30 07:53:42.838248,148886,USD
INV0002524,V00261,2026-06-27 07:53:42.838248,5221,USD
INV0002525,V00046,2024-10-27 07:53:42.838248,99173,USD
INV0002526,V00189,2024-08-07 07:53:42.838248,78979,USD
INV0002527,V00008,2025-09-22 07:53:42.838248,66667,USD
INV0002528,V00042,2026-04-08 07:53:42.838248,108355,USD
INV0002529,V00153,2026-07-05 07:53:42.838248,88395,USD
INV0002530,V00336,2025-08-26 07:53:42.838248,105346,USD
INV0002531,V00347,2025-09-25 07:53:42.838248,105024,USD
INV0002532,V00020,2025-02-08 07:53:42.838248,147899,USD
INV0002533,V00270,2025-11-05 07:53:42.838248,50458,USD
INV0002534,V00331,2025-01-15 07:53:42.838248,41456,USD
INV0002535,V00057,2025-07-10 07:53:42.838248,105819,USD
INV0002536,V00051,2024-12-11 07:53:42.838248,114375,USD
INV0002537,V00055,2026-05-24 07:53:42.838248,80620,USD
INV0002538,V00071,2024-11-21 07:53:42.838248,37911,USD
INV0002539,V00042,2024-09-18 07:53:42.838248,8041,USD
INV0002540,V00098,2024-12-01 07:53:42.838248,9117,USD
INV0002541,V00242,2026-05-11 07:53:42.838248,132585,USD
INV0002542,V00083,2024-11-23 07:53:42.838248,119487,USD
INV0002543,V00261,2024-11-24 07:53:42.838248,27194,USD
INV0002544,V00331,2025-10-16 07:53:42.838248,114014,USD
INV0002545,V00233,2026-04-06 07:53:42.838248,116595,USD
INV0002546,V00160,2025-10-15 07:53:42.838248,52132,USD
INV0002547,V00049,2025-09-14 07:53:42.838248,138540,USD
INV0002548,V00081,2025-10-10 07:53:42.838248,149716,USD
INV0002549,V00094,2025-07-05 07:53:42.838248,105850,USD
INV0002550,V00348,2025-01-13 07:53:42.838248,64176,USD
INV0002551,V00015,2026-03-18 07:53:42.838248,116351,USD
INV0002552,V00010,2026-02-18 07:53:42.838248,6947,USD
INV0002553,V00350,2025-03-06 07:53:42.838248,135588,USD
INV0002554,V00021,2025-04-08 07:53:42.838248,136525,USD
INV0002555,V00231,2026-01-17 07:53:42.838248,112698,USD
INV0002556,V00195,2024-08-10 07:53:42.838248,101198,USD
INV0002557,V00028,2026-02-08 07:53:42.838248,14926,USD
INV0002558,V00219,2026-06-28 07:53:42.838248,131685,USD
INV0002559,V00105,2024-10-30 07:53:42.838248,101620,USD
INV0002560,V00290,2026-06-14 07:53:42.838248,131230,USD
INV0002561,V00281,2024-11-29 07:53:42.838248,25988,USD
INV0002562,V00150,2025-04-19 07:53:42.838248,142994,USD
INV0002563,V00092,2025-12-18 07:53:42.838248,126880,USD
INV0002564,V00280,2025-12-24 07:53:42.838248,25508,USD
INV0002565,V00037,2025-03-15 07:53:42.838248,28185,USD
INV0002566,V00007,2026-04-13 07:53:42.838248,128850,USD
INV0002567,V00126,2026-06-07 07:53:42.838248,25468,USD
INV0002568,V00014,2026-02-20 07:53:42.838248,146347,USD
INV0002569,V00060,2026-03-26 07:53:42.838248,86919,USD
INV0002570,V00129,2025-06-23 07:53:42.838248,18834,USD
INV0002571,V00325,2024-07-18 07:53:42.838248,145255,USD
INV0002572,V00303,2025-10-14 07:53:42.838248,127911,USD
INV0002573,V00122,2025-10-30 07:53:42.838248,139391,USD
INV0002574,V00278,2025-09-11 07:53:42.838248,91904,USD
INV0002575,V00340,2025-05-04 07:53:42.838248,97514,USD
INV0002576,V00273,2024-12-25 07:53:42.838248,80814,USD
INV0002577,V00187,2026-06-18 07:53:42.838248,14260,USD
INV0002578,V00159,2026-02-04 07:53:42.838248,84710,USD
INV0002579,V00091,2024-09-07 07:53:42.838248,73273,USD
INV0002580,V00156,2026-02-19 07:53:42.838248,129036,USD
INV0002581,V00279,2026-02-13 07:53:42.838248,49323,USD
INV0002582,V00214,2026-05-10 07:53:42.838248,18531,USD
INV0002583,V00261,2026-04-07 07:53:42.838248,81481,USD
INV0002584,V00061,2025-04-26 07:53:42.838248,12156,USD
INV0002585,V00280,2024-09-29 07:53:42.838248,132076,USD
INV0002586,V00293,2025-12-06 07:53:42.838248,38245,USD
INV0002587,V00113,2025-04-17 07:53:42.838248,25148,USD
INV0002588,V00211,2024-11-19 07:53:42.838248,71073,USD
INV0002589,V00110,2025-04-14 07:53:42.838248,78655,USD
INV0002590,V00326,2024-07-21 07:53:42.838248,72359,USD
INV0002591,V00046,2026-03-17 07:53:42.838248,34242,USD
INV0002592,V00332,2026-03-04 07:53:42.838248,50773,USD
INV0002593,V00134,2026-05-12 07:53:42.838248,44619,USD
INV0002594,V00315,2025-07-20 07:53:42.838248,122087,USD
INV0002595,V00272,2025-03-31 07:53:42.838248,50979,USD
INV0002596,V00065,2025-11-15 07:53:42.838248,66917,USD
INV0002597,V00046,2025-12-29 07:53:42.838248,52398,USD
INV0002598,V00210,2025-06-23 07:53:42.838248,13674,USD
INV0002599,V00241,2024-12-02 07:53:42.838248,27125,USD
INV0002600,V00011,2025-11-26 07:53:42.838248,45409,USD
INV0002601,V00131,2025-08-03 07:53:42.838248,113251,USD
INV0002602,V00042,2026-05-14 07:53:42.838248,67376,USD
INV0002603,V00063,2026-04-20 07:53:42.838248,120391,USD
INV0002604,V00339,2025-02-07 07:53:42.838248,48852,USD
INV0002605,V00258,2024-08-31 07:53:42.838248,95459,USD
INV0002606,V00120,2024-11-02 07:53:42.838248,74309,USD
INV0002607,V00095,2024-12-25 07:53:42.838248,18768,USD
INV0002608,V00258,2025-08-19 07:53:42.838248,126638,USD
INV0002609,V00148,2025-05-11 07:53:42.838248,129841,USD
INV0002610,V00263,2026-01-03 07:53:42.838248,129850,USD
INV0002611,V00270,2025-07-30 07:53:42.838248,66252,USD
INV0002612,V00167,2025-11-04 07:53:42.838248,107254,USD
INV0002613,V00162,2024-12-02 07:53:42.838248,73845,USD
INV0002614,V00226,2025-09-25 07:53:42.838248,144052,USD
INV0002615,V00139,2025-04-28 07:53:42.838248,8109,USD
INV0002616,V00235,2025-08-02 07:53:42.838248,122655,USD
INV0002617,V00222,2025-12-31 07:53:42.838248,87755,USD
INV0002618,V00283,2024-10-14 07:53:42.838248,15752,USD
INV0002619,V00173,2026-04-20 07:53:42.838248,144275,USD
INV0002620,V00112,2025-09-22 07:53:42.838248,97753,USD
INV0002621,V00038,2025-06-15 07:53:42.838248,76457,USD
INV0002622,V00115,2025-04-06 07:53:42.838248,75864,USD
INV0002623,V00215,2025-03-25 07:53:42.838248,30762,USD
INV0002624,V00170,2025-10-22 07:53:42.838248,107538,USD
INV0002625,V00257,2026-05-26 07:53:42.838248,68385,USD
INV0002626,V00095,2025-12-21 07:53:42.838248,56098,USD
INV0002627,V00038,2026-05-31 07:53:42.838248,93449,USD
INV0002628,V00069,2025-05-23 07:53:42.838248,52164,USD
INV0002629,V00308,2024-07-17 07:53:42.838248,148553,USD
INV0002630,V00214,2024-09-14 07:53:42.838248,7221,USD
INV0002631,V00333,2025-09-01 07:53:42.838248,8135,USD
INV0002632,V00201,2025-12-26 07:53:42.838248,30611,USD
INV0002633,V00213,2026-06-08 07:53:42.838248,32238,USD
INV0002634,V00066,2025-07-01 07:53:42.838248,121901,USD
INV0002635,V00089,2025-04-23 07:53:42.838248,62518,USD
INV0002636,V00036,2025-01-20 07:53:42.838248,71033,USD
INV0002637,V00262,2024-07-31 07:53:42.838248,13923,USD
INV0002638,V00304,2024-09-03 07:53:42.838248,29101,USD
INV0002639,V00321,2026-03-12 07:53:42.838248,61839,USD
INV0002640,V00047,2026-07-02 07:53:42.838248,36926,USD
INV0002641,V00157,2024-10-03 07:53:42.838248,36451,USD
INV0002642,V00012,2025-07-26 07:53:42.838248,39054,USD
INV0002643,V00128,2024-10-28 07:53:42.838248,53435,USD
INV0002644,V00327,2025-03-23 07:53:42.838248,53303,USD
INV0002645,V00292,2025-10-28 07:53:42.838248,82219,USD
INV0002646,V00163,2026-04-22 07:53:42.838248,24848,USD
INV0002647,V00067,2025-04-16 07:53:42.838248,123867,USD
INV0002648,V00240,2026-06-15 07:53:42.838248,116931,USD
INV0002649,V00055,2025-03-27 07:53:42.838248,89778,USD
INV0002650,V00328,2024-09-20 07:53:42.838248,47458,USD
INV0002651,V00259,2024-09-08 07:53:42.838248,77689,USD
INV0002652,V00230,2025-08-08 07:53:42.838248,105348,USD
INV0002653,V00212,2024-09-06 07:53:42.838248,92203,USD
INV0002654,V00257,2025-04-04 07:53:42.838248,72695,USD
INV0002655,V00124,2025-10-01 07:53:42.838248,51643,USD
INV0002656,V00133,2025-11-22 07:53:42.838248,23192,USD
INV0002657,V00124,2026-03-23 07:53:42.838248,57604,USD
INV0002658,V00290,2025-01-05 07:53:42.838248,107926,USD
INV0002659,V00220,2024-10-26 07:53:42.838248,133989,USD
INV0002660,V00092,2026-01-11 07:53:42.838248,42715,USD
INV0002661,V00236,2025-02-15 07:53:42.838248,118050,USD
INV0002662,V00146,2025-10-02 07:53:42.838248,32852,USD
INV0002663,V00260,2024-10-20 07:53:42.838248,72894,USD
INV0002664,V00206,2024-09-19 07:53:42.838248,14138,USD
INV0002665,V00327,2026-02-12 07:53:42.838248,23458,USD
INV0002666,V00165,2025-10-06 07:53:42.838248,70692,USD
INV0002667,V00033,2025-11-28 07:53:42.838248,9919,USD
INV0002668,V00244,2026-05-06 07:53:42.838248,44021,USD
INV0002669,V00269,2024-08-14 07:53:42.838248,5227,USD
INV0002670,V00272,2025-04-05 07:53:42.838248,107362,USD
INV0002671,V00128,2026-06-23 07:53:42.838248,44742,USD
INV0002672,V00155,2025-08-11 07:53:42.838248,91463,USD
INV0002673,V00037,2025-12-16 07:53:42.838248,5970,USD
INV0002674,V00163,2025-11-08 07:53:42.838248,133628,USD
INV0002675,V00015,2025-08-24 07:53:42.838248,119309,USD
INV0002676,V00153,2026-01-11 07:53:42.838248,23376,USD
INV0002677,V00076,2024-07-10 07:53:42.838248,64204,USD
INV0002678,V00201,2026-06-12 07:53:42.838248,105774,USD
INV0002679,V00283,2024-11-08 07:53:42.838248,131370,USD
INV0002680,V00223,2025-07-09 07:53:42.838248,145326,USD
INV0002681,V00093,2026-06-05 07:53:42.838248,92409,USD
INV0002682,V00162,2025-08-21 07:53:42.838248,84384,USD
INV0002683,V00112,2026-04-15 07:53:42.838248,19468,USD
INV0002684,V00115,2025-07-16 07:53:42.838248,28767,USD
INV0002685,V00330,2025-06-20 07:53:42.838248,145149,USD
INV0002686,V00236,2025-10-20 07:53:42.838248,26091,USD
INV0002687,V00169,2026-05-01 07:53:42.838248,81010,USD
INV0002688,V00336,2025-01-03 07:53:42.838248,58246,USD
INV0002689,V00343,2025-08-04 07:53:42.838248,15310,USD
INV0002690,V00133,2025-05-09 07:53:42.838248,55070,USD
INV0002691,V00198,2024-10-24 07:53:42.838248,107263,USD
INV0002692,V00173,2025-11-17 07:53:42.838248,99178,USD
INV0002693,V00190,2026-04-15 07:53:42.838248,27246,USD
INV0002694,V00286,2025-01-17 07:53:42.838248,119814,USD
INV0002695,V00208,2024-08-12 07:53:42.838248,41685,USD
INV0002696,V00039,2024-08-01 07:53:42.838248,55618,USD
INV0002697,V00069,2025-11-19 07:53:42.838248,67517,USD
INV0002698,V00129,2024-09-09 07:53:42.838248,106913,USD
INV0002699,V00012,2026-04-26 07:53:42.838248,146702,USD
INV0002700,V00104,2025-11-30 07:53:42.838248,85669,USD
INV0002701,V00002,2025-10-10 07:53:42.838248,144969,USD
INV0002702,V00294,2024-08-13 07:53:42.838248,9303,USD
INV0002703,V00337,2024-09-02 07:53:42.838248,93941,USD
INV0002704,V00206,2024-08-19 07:53:42.838248,93530,USD
INV0002705,V00030,2024-11-05 07:53:42.838248,111301,USD
INV0002706,V00183,2026-05-07 07:53:42.838248,60490,USD
INV0002707,V00080,2025-10-19 07:53:42.838248,142132,USD
INV0002708,V00127,2024-12-06 07:53:42.838248,145656,USD
INV0002709,V00262,2024-09-18 07:53:42.838248,66075,USD
INV0002710,V00099,2024-11-28 07:53:42.838248,14667,USD
INV0002711,V00083,2026-05-07 07:53:42.838248,133160,USD
INV0002712,V00007,2025-11-01 07:53:42.838248,9997,USD
INV0002713,V00125,2025-03-12 07:53:42.838248,17006,USD
INV0002714,V00303,2024-07-21 07:53:42.838248,39219,USD
INV0002715,V00022,2026-04-15 07:53:42.838248,50154,USD
INV0002716,V00333,2025-05-17 07:53:42.838248,18096,USD
INV0002717,V00058,2025-10-17 07:53:42.838248,30504,USD
INV0002718,V00296,2026-03-04 07:53:42.838248,49745,USD
INV0002719,V00265,2024-10-23 07:53:42.838248,21766,USD
INV0002720,V00159,2025-11-28 07:53:42.838248,34931,USD
INV0002721,V00088,2024-09-09 07:53:42.838248,62821,USD
INV0002722,V00317,2025-09-16 07:53:42.838248,58121,USD
INV0002723,V00248,2026-06-01 07:53:42.838248,93432,USD
INV0002724,V00044,2025-06-04 07:53:42.838248,110384,USD
INV0002725,V00202,2026-06-07 07:53:42.838248,36667,USD
INV0002726,V00222,2024-11-24 07:53:42.838248,148100,USD
INV0002727,V00332,2025-02-10 07:53:42.838248,89302,USD
INV0002728,V00287,2026-03-06 07:53:42.838248,16950,USD
INV0002729,V00013,2025-06-15 07:53:42.838248,50468,USD
INV0002730,V00082,2024-11-07 07:53:42.838248,21573,USD
INV0002731,V00228,2024-11-28 07:53:42.838248,76799,USD
