invoice_id,vendor_id,invoice_date,invoice_amount,currency,duplicate_payment,invoice_split,shared_bank,vendor_similarity,approval_override,communication,risk_score,risk_level,reason,bank_account,case_id
INV0020643,V00215,2026-07-01 07:53:42.838248,23137,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000883041,CASE05501
INV0026167,V00296,2024-12-30 07:53:42.838248,5177,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000602248,CASE05502
INV0026046,V00188,2025-04-09 07:53:42.838248,36618,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000583863,CASE05503
INV0026050,V00107,2025-03-31 07:53:42.838248,43179,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000393243,CASE05504
INV0005871,V00122,2024-10-12 07:53:42.838248,26924,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000300845,CASE05505
INV0020722,V00116,2025-05-07 07:53:42.838248,37321,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000596249,CASE05506
INV0000205,V00154,2026-02-14 07:53:42.838248,25155,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000779094,CASE05507
INV0011069,V00271,2026-04-09 07:53:42.838248,6864,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000745558,CASE05508
INV0011047,V00302,2025-03-13 07:53:42.838248,36788,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000499407,CASE05509
INV0003637,V00263,2025-07-20 07:53:42.838248,36684,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000780776,CASE05510
INV0011028,V00305,2025-07-21 07:53:42.838248,17319,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000550961,CASE05511
INV0011025,V00130,2024-07-30 07:53:42.838248,7977,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000112861,CASE05512
INV0024389,V00098,2024-07-19 07:53:42.838248,45158,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000745830,CASE05513
INV0011016,V00284,2025-02-06 07:53:42.838248,12781,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000390743,CASE05514
INV0011415,V00215,2025-01-02 07:53:42.838248,28522,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000883041,CASE05515
INV0011413,V00240,2025-10-19 07:53:42.838248,42571,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000329642,CASE05516
INV0011241,V00313,2024-12-02 07:53:42.838248,19101,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000951201,CASE05517
INV0011136,V00143,2026-04-25 07:53:42.838248,10576,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000739244,CASE05518
INV0003631,V00011,2026-06-18 07:53:42.838248,35948,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000503906,CASE05519
INV0021276,V00178,2025-02-26 07:53:42.838248,14062,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000789606,CASE05520
INV0005849,V00337,2025-05-12 07:53:42.838248,11142,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000736565,CASE05521
INV0005845,V00075,2024-10-12 07:53:42.838248,44805,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000120324,CASE05522
INV0005835,V00229,2025-02-27 07:53:42.838248,11355,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000177449,CASE05523
INV0005747,V00082,2025-02-19 07:53:42.838248,25726,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000833442,CASE05524
INV0005730,V00296,2025-02-03 07:53:42.838248,30159,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000602248,CASE05525
INV0020987,V00086,2024-08-05 07:53:42.838248,41662,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000427110,CASE05526
INV0020961,V00113,2025-03-07 07:53:42.838248,25139,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000408528,CASE05527
INV0027931,V00257,2024-08-31 07:53:42.838248,30244,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000576877,CASE05528
INV0026065,V00163,2025-03-02 07:53:42.838248,30135,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000127121,CASE05529
INV0005808,V00350,2025-05-18 07:53:42.838248,16961,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000557409,CASE05530
INV0005529,V00059,2024-09-03 07:53:42.838248,25083,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000600149,CASE05531
INV0005524,V00210,2026-03-01 07:53:42.838248,29114,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000753534,CASE05532
INV0020884,V00249,2026-01-28 07:53:42.838248,35391,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000970813,CASE05533
INV0020871,V00253,2024-07-08 07:53:42.838248,22008,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000890785,CASE05534
INV0020862,V00057,2025-09-03 07:53:42.838248,8164,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000907189,CASE05535
INV0027925,V00207,2024-11-09 07:53:42.838248,21585,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000857537,CASE05536
INV0020706,V00306,2026-01-08 07:53:42.838248,17927,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000533914,CASE05537
INV0021291,V00198,2026-04-17 07:53:42.838248,32287,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000461888,CASE05538
INV0020702,V00040,2025-08-01 07:53:42.838248,41624,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000989545,CASE05539
INV0005698,V00130,2025-07-05 07:53:42.838248,24333,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000112861,CASE05540
INV0024323,V00012,2024-10-13 07:53:42.838248,42944,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000367095,CASE05541
INV0011195,V00019,2024-08-12 07:53:42.838248,18531,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000681343,CASE05542
INV0027982,V00013,2025-07-25 07:53:42.838248,33945,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000101773,CASE05543
INV0011225,V00225,2025-02-01 07:53:42.838248,33614,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000343467,CASE05544
INV0003576,V00208,2026-06-24 07:53:42.838248,43498,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000786587,CASE05545
INV0021190,V00344,2025-07-28 07:53:42.838248,28245,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000321494,CASE05546
INV0021086,V00278,2026-05-01 07:53:42.838248,9376,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000196126,CASE05547
INV0021184,V00256,2025-08-23 07:53:42.838248,39990,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000377304,CASE05548
INV0000079,V00060,2025-05-05 07:53:42.838248,25228,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000413118,CASE05549
INV0021165,V00058,2026-02-23 07:53:42.838248,22750,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000998348,CASE05550
INV0005667,V00065,2025-07-02 07:53:42.838248,25890,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000859359,CASE05551
INV0005643,V00211,2024-10-23 07:53:42.838248,11693,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000993140,CASE05552
INV0027986,V00324,2025-12-25 07:53:42.838248,10464,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000738577,CASE05553
INV0020940,V00158,2025-04-16 07:53:42.838248,36668,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000560485,CASE05554
INV0020939,V00141,2025-06-07 07:53:42.838248,24355,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000717113,CASE05555
INV0014057,V00342,2026-05-28 07:53:42.838248,40941,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000331230,CASE05556
INV0002539,V00042,2024-09-18 07:53:42.838248,8041,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000891937,CASE05557
INV0002524,V00261,2026-06-27 07:53:42.838248,5221,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000739717,CASE05558
INV0014157,V00308,2025-11-29 07:53:42.838248,8575,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000427730,CASE05559
INV0011189,V00055,2025-01-12 07:53:42.838248,42788,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000535970,CASE05560
INV0011216,V00199,2024-10-13 07:53:42.838248,20710,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000577463,CASE05561
INV0011138,V00023,2024-10-23 07:53:42.838248,36409,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000418635,CASE05562
INV0011134,V00209,2025-10-14 07:53:42.838248,37318,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000592296,CASE05563
INV0003609,V00067,2025-06-07 07:53:42.838248,32584,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000513160,CASE05564
INV0024356,V00347,2025-08-29 07:53:42.838248,26677,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000284229,CASE05565
INV0011250,V00074,2026-05-18 07:53:42.838248,42202,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000975467,CASE05566
INV0020992,V00334,2026-02-18 07:53:42.838248,7990,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000891083,CASE05567
INV0000082,V00115,2026-05-15 07:53:42.838248,14895,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000796212,CASE05568
INV0021065,V00027,2024-10-21 07:53:42.838248,22763,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000932291,CASE05569
INV0021059,V00109,2025-01-28 07:53:42.838248,33628,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000189771,CASE05570
INV0021052,V00199,2026-01-25 07:53:42.838248,13502,USD,1,0,0,0,0,1,60,Medium,"Duplicate Payment, Communication",1000577463,CASE05571
INV0027983,V00256,2026-02-03 07:53:42.838248,106885,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000377304,CASE05572
INV0021178,V00038,2024-11-25 07:53:42.838248,99257,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000284430,CASE05573
INV0000048,V00011,2024-10-01 07:53:42.838248,95030,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000503906,CASE05574
INV0000044,V00035,2025-06-01 07:53:42.838248,54345,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000519066,CASE05575
INV0000042,V00273,2026-02-21 07:53:42.838248,126297,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000564920,CASE05576
INV0000035,V00280,2024-09-20 07:53:42.838248,137995,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000232040,CASE05577
INV0000033,V00310,2025-04-14 07:53:42.838248,84382,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000260053,CASE05578
INV0027990,V00197,2026-07-05 07:53:42.838248,49488,USD,0,1,0,0,0,1,55,Medium,"Invoice Splitting, Communication",1000255813,CASE05579
INV0021160,V00288,2024-09-06 07:53:42.838248,101539,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000717457,CASE05580
INV0021157,V00064,2025-04-26 07:53:42.838248,117151,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000507746,CASE05581
INV0021156,V00341,2025-10-20 07:53:42.838248,88824,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000652530,CASE05582
INV0021155,V00247,2024-09-21 07:53:42.838248,95261,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000310548,CASE05583
INV0021153,V00316,2025-03-19 07:53:42.838248,129865,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000470774,CASE05584
INV0021183,V00309,2026-01-01 07:53:42.838248,128341,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000797416,CASE05585
INV0021182,V00330,2025-06-17 07:53:42.838248,88045,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000494468,CASE05586
INV0021180,V00100,2024-08-30 07:53:42.838248,123507,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000437960,CASE05587
INV0021179,V00107,2025-05-31 07:53:42.838248,78111,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000393243,CASE05588
INV0021123,V00343,2026-04-07 07:53:42.838248,136984,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000108060,CASE05589
INV0005611,V00020,2025-03-29 07:53:42.838248,77389,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000540869,CASE05590
INV0005608,V00238,2025-05-24 07:53:42.838248,149558,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000735863,CASE05591
INV0005604,V00296,2025-11-10 07:53:42.838248,99037,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000602248,CASE05592
INV0005603,V00015,2024-08-13 07:53:42.838248,127274,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000796503,CASE05593
INV0005602,V00021,2024-07-16 07:53:42.838248,120319,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000745414,CASE05594
INV0005601,V00109,2024-07-24 07:53:42.838248,126300,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000189771,CASE05595
INV0005631,V00095,2026-06-04 07:53:42.838248,102349,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000210665,CASE05596
INV0026134,V00226,2025-06-22 07:53:42.838248,56577,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000581894,CASE05597
INV0026132,V00223,2025-04-18 07:53:42.838248,125345,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000739098,CASE05598
INV0000016,V00023,2024-09-23 07:53:42.838248,49074,USD,0,1,0,0,0,1,55,Medium,"Invoice Splitting, Communication",1000418635,CASE05599
INV0000015,V00176,2025-06-13 07:53:42.838248,63083,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000364659,CASE05600
INV0000014,V00126,2025-06-19 07:53:42.838248,86336,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000416950,CASE05601
INV0000012,V00332,2025-12-25 07:53:42.838248,109975,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000426775,CASE05602
INV0000011,V00195,2025-09-26 07:53:42.838248,68783,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000960408,CASE05603
INV0000010,V00142,2024-10-23 07:53:42.838248,119481,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000696251,CASE05604
INV0000009,V00286,2024-10-05 07:53:42.838248,99857,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000215266,CASE05605
INV0026131,V00008,2025-01-24 07:53:42.838248,54590,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000140115,CASE05606
INV0026129,V00333,2025-09-04 07:53:42.838248,78280,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000155164,CASE05607
INV0005600,V00115,2025-10-04 07:53:42.838248,51867,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000796212,CASE05608
INV0005599,V00210,2025-04-03 07:53:42.838248,89145,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000753534,CASE05609
INV0005598,V00318,2026-02-09 07:53:42.838248,85450,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000468727,CASE05610
INV0005595,V00014,2026-05-13 07:53:42.838248,75450,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000481913,CASE05611
INV0005594,V00041,2025-07-12 07:53:42.838248,76898,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000239816,CASE05612
INV0005593,V00150,2024-08-15 07:53:42.838248,108442,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000402099,CASE05613
INV0005592,V00133,2025-06-17 07:53:42.838248,82548,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000364742,CASE05614
INV0005591,V00278,2026-01-13 07:53:42.838248,70518,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000196126,CASE05615
INV0005590,V00089,2024-10-02 07:53:42.838248,76930,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000831059,CASE05616
INV0005589,V00304,2026-06-05 07:53:42.838248,78583,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000203996,CASE05617
INV0005587,V00132,2025-03-07 07:53:42.838248,127508,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000457256,CASE05618
INV0005579,V00302,2026-04-04 07:53:42.838248,94376,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000499407,CASE05619
INV0005578,V00294,2024-08-04 07:53:42.838248,61765,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000744986,CASE05620
INV0005612,V00021,2024-11-14 07:53:42.838248,134742,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000745414,CASE05621
INV0005630,V00085,2025-06-05 07:53:42.838248,58488,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000213349,CASE05622
INV0005627,V00118,2025-10-04 07:53:42.838248,137890,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000468900,CASE05623
INV0005625,V00151,2025-06-30 07:53:42.838248,66524,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000174637,CASE05624
INV0005623,V00252,2026-01-11 07:53:42.838248,97624,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000591081,CASE05625
INV0005621,V00016,2025-03-27 07:53:42.838248,72909,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000795612,CASE05626
INV0005619,V00073,2024-08-18 07:53:42.838248,88187,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000888539,CASE05627
INV0005618,V00291,2025-09-30 07:53:42.838248,137833,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000881886,CASE05628
INV0026128,V00255,2024-08-11 07:53:42.838248,96344,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000194689,CASE05629
INV0026126,V00280,2026-02-16 07:53:42.838248,62806,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000232040,CASE05630
INV0026124,V00173,2026-05-29 07:53:42.838248,121070,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000531641,CASE05631
INV0026123,V00222,2025-08-08 07:53:42.838248,101909,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000278240,CASE05632
INV0026121,V00096,2026-03-03 07:53:42.838248,53634,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000766459,CASE05633
INV0026120,V00276,2024-12-18 07:53:42.838248,93707,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000163491,CASE05634
INV0026119,V00329,2025-05-21 07:53:42.838248,50028,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000196214,CASE05635
INV0005586,V00349,2025-08-01 07:53:42.838248,47611,USD,0,1,0,0,0,1,55,Medium,"Invoice Splitting, Communication",1000175576,CASE05636
INV0005585,V00136,2025-03-30 07:53:42.838248,141029,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000259097,CASE05637
INV0005653,V00266,2025-09-08 07:53:42.838248,148715,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000201913,CASE05638
INV0005652,V00134,2026-02-15 07:53:42.838248,136988,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000962050,CASE05639
INV0005651,V00347,2026-02-05 07:53:42.838248,63872,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000284229,CASE05640
INV0005679,V00115,2025-09-11 07:53:42.838248,112086,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000796212,CASE05641
INV0005677,V00220,2025-05-24 07:53:42.838248,94540,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000551607,CASE05642
INV0005676,V00080,2025-04-26 07:53:42.838248,73230,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000232352,CASE05643
INV0026118,V00078,2024-09-21 07:53:42.838248,83458,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000359295,CASE05644
INV0005647,V00167,2026-02-23 07:53:42.838248,104310,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000644173,CASE05645
INV0005646,V00169,2025-02-12 07:53:42.838248,95191,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000765620,CASE05646
INV0005645,V00025,2025-12-09 07:53:42.838248,138902,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000587575,CASE05647
INV0005644,V00052,2025-05-23 07:53:42.838248,60438,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000501641,CASE05648
INV0005642,V00173,2024-12-07 07:53:42.838248,81250,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000531641,CASE05649
INV0005638,V00260,2025-10-31 07:53:42.838248,103229,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000126240,CASE05650
INV0005635,V00041,2026-03-20 07:53:42.838248,90600,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000239816,CASE05651
INV0005633,V00032,2025-04-22 07:53:42.838248,116797,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000598216,CASE05652
INV0005663,V00289,2025-05-25 07:53:42.838248,124490,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000282710,CASE05653
INV0005666,V00043,2025-07-12 07:53:42.838248,112459,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000970914,CASE05654
INV0026112,V00093,2025-06-17 07:53:42.838248,62008,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000630538,CASE05655
INV0026111,V00146,2024-12-21 07:53:42.838248,51295,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000351516,CASE05656
INV0026108,V00327,2025-12-23 07:53:42.838248,56588,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000290217,CASE05657
INV0026107,V00296,2025-02-20 07:53:42.838248,143956,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000602248,CASE05658
INV0026106,V00141,2024-12-18 07:53:42.838248,53777,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000717113,CASE05659
INV0026104,V00010,2024-12-24 07:53:42.838248,118292,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000735656,CASE05660
INV0005662,V00306,2025-02-28 07:53:42.838248,99886,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000533914,CASE05661
INV0005661,V00118,2025-03-12 07:53:42.838248,91162,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000468900,CASE05662
INV0005660,V00284,2025-03-13 07:53:42.838248,81825,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000390743,CASE05663
INV0005659,V00118,2025-01-22 07:53:42.838248,75564,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000468900,CASE05664
INV0005658,V00334,2025-05-27 07:53:42.838248,120610,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000891083,CASE05665
INV0005657,V00156,2025-12-21 07:53:42.838248,142480,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000162535,CASE05666
INV0005656,V00341,2026-05-13 07:53:42.838248,128818,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000652530,CASE05667
INV0005655,V00180,2024-08-28 07:53:42.838248,143348,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000643623,CASE05668
INV0005654,V00116,2024-11-08 07:53:42.838248,146287,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000596249,CASE05669
INV0005577,V00077,2025-04-01 07:53:42.838248,93137,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000919182,CASE05670
INV0005575,V00179,2025-06-28 07:53:42.838248,146963,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000533321,CASE05671
INV0005574,V00342,2024-08-08 07:53:42.838248,84992,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000331230,CASE05672
INV0005572,V00305,2026-01-03 07:53:42.838248,118006,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000550961,CASE05673
INV0005571,V00145,2026-05-13 07:53:42.838248,53346,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000792509,CASE05674
INV0005570,V00224,2025-07-30 07:53:42.838248,58930,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000621841,CASE05675
INV0026144,V00204,2024-09-05 07:53:42.838248,95588,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000138817,CASE05676
INV0026142,V00263,2025-06-20 07:53:42.838248,75245,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000780776,CASE05677
INV0026141,V00303,2024-08-09 07:53:42.838248,68519,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000575755,CASE05678
INV0026138,V00046,2026-04-07 07:53:42.838248,100737,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000903013,CASE05679
INV0026136,V00151,2025-12-23 07:53:42.838248,59322,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000174637,CASE05680
INV0026135,V00134,2025-03-03 07:53:42.838248,149917,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000962050,CASE05681
INV0005566,V00024,2025-11-26 07:53:42.838248,105646,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000550770,CASE05682
INV0005671,V00083,2025-10-09 07:53:42.838248,65384,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000275939,CASE05683
INV0005670,V00210,2026-03-18 07:53:42.838248,131918,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000753534,CASE05684
INV0005668,V00002,2024-09-23 07:53:42.838248,137551,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000517821,CASE05685
INV0005701,V00075,2025-11-07 07:53:42.838248,80835,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000120324,CASE05686
INV0005700,V00015,2025-09-26 07:53:42.838248,122900,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000796503,CASE05687
INV0005699,V00201,2025-08-29 07:53:42.838248,122675,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000344907,CASE05688
INV0026102,V00077,2024-12-13 07:53:42.838248,136714,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000919182,CASE05689
INV0026101,V00163,2025-01-21 07:53:42.838248,83833,USD,0,0,0,0,1,1,55,Medium,"Communication, Approval Override",1000127121,CASE05690
